rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/learning_rate,train/entropy_loss,train/approx_kl,train/explained_variance,train/clip_range,train/loss,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/n_updates
430.4,22,1003,1219.6785,2703360,2694,0.0001,-3.9541498181099692,0.01082755,0.8068026304244995,0.2,0.03115304559469223,-0.009137362109522656,0.12260660807291666,0.13307972849754152,210
440.22,23,993,1274.4103,2826240,2844,0.0001,-3.939997914582491,0.011195356,0.8560976982116699,0.2,0.07369696348905563,-0.008758670364550199,0.12664957682291667,0.13561927560862386,220
431.12,24,991,1270.6995,2949120,2975,0.0001,-3.9236752231915792,0.011702832,0.7901874333620071,0.2,0.04425052925944328,-0.009626739674404234,0.13414469401041668,0.13956742216959053,230
439.48,25,987,1282.3582,3072000,3110,0.0001,-3.9091015704224508,0.011551792,0.81314517557621,0.2,0.04265284165740013,-0.009288033820806353,0.13148274739583332,0.13946471378517647,240
441.2,26,987,1336.6162,3194880,3236,0.0001,-3.8920592940598726,0.011866412,0.8159342259168625,0.2,0.017255418002605438,-0.009427508158793596,0.13624755859375,0.12168848167939965,250
442.32,27,986,1345.6946,3317760,3362,0.0001,-3.877496031112969,0.011816406,0.8064818680286407,0.2,0.09150700271129608,-0.009287202253399301,0.13716227213541668,0.12640992795825393,260
419.32,28,985,1265.2402,3440640,3489,0.0001,-3.8649615894382197,0.011932593,0.8377173542976379,0.2,0.0542130172252655,-0.009251945117854727,0.13650309244791667,0.13224339984949135,270
440.5,29,985,1323.3583,3563520,3614,0.0001,-3.853683772087097,0.011741731,0.8550042361021042,0.2,0.09379912167787552,-0.00907271368549118,0.13854085286458334,0.14582481997747285,280
443.18,30,985,1327.9944,3686400,3741,0.0001,-3.835146583442887,0.011939406,0.849713534116745,0.2,0.01145007461309433,-0.008865238625627778,0.13923258463541666,0.14373117931963256,290
423.22,31,984,1295.9574,3809280,3868,0.0001,-3.806321849015852,0.011874656,0.8579152226448059,0.2,-0.009084325283765793,-0.009326716352176542,0.13920166015625,0.1303421030919223,300
430.84,32,984,1336.1488,3932160,3995,0.0001,-3.7887341835473975,0.012543561,0.8471333384513855,0.2,0.02256770059466362,-0.009407633231294312,0.14663736979166667,0.1508849730771423,310
432.58,33,983,1338.1587,4055040,4122,0.0001,-3.7845168278738854,0.012711332,0.8522401750087738,0.2,0.08401474356651306,-0.00920411773697803,0.14556396484375,0.14355672080079482,320
443.34,34,983,1356.8562,4177920,4247,0.0001,-3.768843107633293,0.012188196,0.8624395430088043,0.2,0.07323917001485825,-0.008982162354239638,0.14180419921875,0.1670828648751679,330
433.64,35,983,1338.458,4300800,4374,0.0001,-3.7637385389953852,0.012279991,0.8025350719690323,0.2,0.015602637082338333,-0.00931751543077553,0.14535888671875,0.12469774210985633,340
431.16,36,982,1336.7634,4423680,4501,0.0001,-3.763403098595639,0.012439049,0.8388495743274689,0.2,0.02997683361172676,-0.009192547732424524,0.14258870442708332,0.1327229057699636,350
430.38,37,982,1339.5698,4546560,4626,0.0001,-3.7442317911113303,0.012876833,0.8477028757333755,0.2,-0.0028177108615636826,-0.009245135373036343,0.14524169921875,0.1350696017073157,360
436.74,38,982,1370.8087,4669440,4751,0.0001,-3.7232444070403776,0.012575756,0.8608487099409103,0.2,0.044920213520526886,-0.009470483475288347,0.14564453125,0.11693766035294781,370
443.74,39,982,1402.0913,4792320,4879,0.0001,-3.701835241454343,0.012772385,0.8610739856958389,0.2,0.02232823707163334,-0.009041428170142656,0.1492578125,0.1507427502948364,380
431.36,40,981,1352.9282,4915200,5007,0.0001,-3.702630091495812,0.012871472,0.8066169321537018,0.2,0.01277049072086811,-0.00941409723996306,0.14931966145833334,0.1337699132990868,390
429.76,41,981,1362.5576,5038080,5134,0.0001,-3.6826378346607087,0.012975153,0.871781051158905,0.2,0.03201542794704437,-0.009014729188899461,0.14664388020833333,0.1298098175415847,400
440.46,42,980,1402.8868,5160960,5261,0.0001,-3.6757061369841297,0.013270918,0.8584464192390442,0.2,0.06304875761270523,-0.009650238027206796,0.15065185546875,0.13244031752779847,410
428.66,43,980,1377.0498,5283840,5389,0.0001,-3.6630650851875544,0.012872089,0.8687698394060135,0.2,0.025722842663526535,-0.009393824777204523,0.14847737630208332,0.11414438562026286,420
429.34,44,980,1368.2568,5406720,5515,0.0001,-3.6466680538654326,0.013003383,0.8443886637687683,0.2,0.031391240656375885,-0.00955558715745307,0.15347249348958333,0.12810268515827677,430
402.44,45,979,1280.2205,5529600,5645,0.0001,-3.628195836978654,0.013026122,0.8554589450359344,0.2,0.02887619286775589,-0.00912084813518959,0.15004801432291667,0.12919687779979236,440
443.56,46,979,1416.4044,5652480,5773,0.0001,-3.6172562039146823,0.013303329,0.8894444778561592,0.2,0.046133678406476974,-0.00938163129582487,0.15710123697916667,0.1281276200717548,450
447.3,47,978,1442.6572,5775360,5900,0.0001,-3.598736287280917,0.013314879,0.8524752408266068,0.2,0.009537525475025177,-0.009534788707084468,0.15632405598958332,0.11832798997444721,460
438.36,48,978,1452.7925,5898240,6027,0.0001,-3.5845772993564604,0.013857601,0.8148234486579895,0.2,0.015309944748878479,-0.009492774085714095,0.16080891927083332,0.12124750333013556,470
440.36,49,978,1448.0704,6021120,6155,0.0001,-3.5839269062379997,0.013410934,0.8219525367021561,0.2,0.10231167078018188,-0.00894595606704873,0.15607503255208333,0.11055841746516913,480
429.88,50,977,1416.2153,6144000,6283,0.0001,-3.5623143532375496,0.013312304,0.869643360376358,0.2,0.0354745052754879,-0.009162941494262972,0.154267578125,0.11677617918738785,490
443.82,51,978,1466.1294,6266880,6407,0.0001,-3.564000826130311,0.013695621,0.8254605829715729,0.2,0.048308759927749634,-0.009103768829481851,0.15657307942708334,0.1198068968092654,500
439.8,52,977,1453.6959,6389760,6535,0.0001,-3.5478866619244216,0.013674124,0.8267633467912674,0.2,0.010411549359560013,-0.00938454838964996,0.16019287109375,0.11587419445058914,510
440.54,53,977,1446.9856,6512640,6662,0.0001,-3.527187209203839,0.013384234,0.8328849226236343,0.2,0.08620589971542358,-0.008896233633016285,0.1611083984375,0.12447026521573813,520
417.84,54,977,1386.44,6635520,6787,0.0001,-3.504851104269425,0.013463781,0.7953769713640213,0.2,0.06574428081512451,-0.009352477246954247,0.15972493489583334,0.14173684202876757,530
436.7,55,977,1475.3354,6758400,6913,0.0001,-3.5199392975866797,0.013972177,0.8149574548006058,0.2,-0.005731126293540001,-0.009142316191713084,0.16340494791666665,0.1827564473047581,540
432.72,56,977,1445.091,6881280,7038,0.0001,-3.503040256947279,0.013856693,0.7999380379915237,0.2,0.0033107921481132507,-0.008997116538533495,0.16266357421875,0.13501392171315577,550
435.18,57,977,1449.0454,7004160,7165,0.0001,-3.465597763682405,0.014061129,0.8195156306028366,0.2,-0.018548239022493362,-0.009339615556109493,0.16539469401041668,0.12914953754016703,560
444.66,58,977,1501.8728,7127040,7291,0.0001,-3.4394683534031114,0.013877431,0.8380235135555267,0.2,0.03135327249765396,-0.00915404584799641,0.16386962890625,0.1451326183186029,570
442.78,59,977,1500.0579,7249920,7419,0.0001,-3.4260771215210357,0.01460659,0.8221155256032944,0.2,0.039208970963954926,-0.009841585967072509,0.16949300130208333,0.13033688300667565,580
443.1,60,976,1514.038,7372800,7547,0.0001,-3.4223210762441156,0.014064845,0.8344318866729736,0.2,0.06404933333396912,-0.009082709139432458,0.16628092447916668,0.13190981450936912,590
440.5,61,976,1495.4231,7495680,7673,0.0001,-3.398996894372006,0.013895229,0.822382390499115,0.2,0.013073589652776718,-0.009083802721500736,0.16439290364583334,0.127444907023358,600
426.86,62,976,1457.1558,7618560,7798,0.0001,-3.377955636618038,0.013924285,0.84290911257267,0.2,0.002416316419839859,-0.009458203143616022,0.16390869140625,0.11749059574634885,610
433.72,63,977,1495.5714,7741440,7923,0.0001,-3.3701024437323213,0.0143291615,0.869067370891571,0.2,0.024783333763480186,-0.009794622174140385,0.16766276041666667,0.12949481651662306,620
440.54,64,977,1515.4304,7864320,8048,0.0001,-3.355227964222431,0.013953487,0.856104239821434,0.2,0.02631349116563797,-0.009333374246592334,0.16943522135416667,0.12498992127861129,630
438.44,65,976,1519.5236,7987200,8177,0.0001,-3.347106462667386,0.013857154,0.835564449429512,0.2,0.015248818323016167,-0.00867245158246078,0.16542805989583334,0.1349981048963673,640
441.86,66,976,1526.8132,8110080,8303,0.0001,-3.3374227650339403,0.013547168,0.8230579197406769,0.2,0.006221868097782135,-0.00891078221206044,0.16268717447916667,0.12692387925247506,650
439.62,67,973,1541.6088,8232960,8459,0.0001,-3.3268903570994737,0.013873158,0.787291094660759,0.2,0.05511274188756943,-0.008615656745199278,0.16598225911458334,0.1272233138123799,660
443.16,68,972,1550.6647,8355840,8590,0.0001,-3.3259126767267784,0.014378828,0.8024163991212845,0.2,0.04680044576525688,-0.009023761818880302,0.17291015625,0.13013223486268544,670
439.6,69,969,1557.2645,8478720,8746,0.0001,-3.31908755214264,0.013959185,0.7509097456932068,0.2,0.01595499739050865,-0.009173222269158334,0.16787027994791667,0.1335140725483749,680
444.86,70,969,1556.2535,8601600,8874,0.0001,-3.300820695857207,0.013597301,0.747856467962265,0.2,0.045540761202573776,-0.008560106852752748,0.16396891276041667,0.13222320807957053,690
449.3,71,966,1572.9934,8724480,9030,0.0001,-3.2893683373058837,0.0137925185,0.7228443026542664,0.2,0.017236974090337753,-0.007877930149006715,0.16472086588541668,0.12847492865805785,700
442.14,72,965,1550.5156,8847360,9158,0.0001,-3.278118687955042,0.013737297,0.7628609538078308,0.2,0.08259332180023193,-0.008887234634894412,0.16551350911458335,0.12450703013751384,710
444.26,73,965,1559.9025,8970240,9286,0.0001,-3.256468299316863,0.013707652,0.7745256721973419,0.2,-0.0015162639319896698,-0.008682099700314817,0.16178792317708332,0.12384603218306438,720
448.32,74,965,1565.4702,9093120,9414,0.0001,-3.2422678345565994,0.013561418,0.8087699711322784,0.2,-0.00682983361184597,-0.009179203667360221,0.15984130859375,0.11606107654704828,730
435.36,75,965,1530.6669,9216000,9540,0.0001,-3.238085232761999,0.01379807,0.8106991946697235,0.2,0.06627415120601654,-0.008855695968143966,0.1629736328125,0.10662109425655217,740
441.82,76,965,1549.9152,9338880,9668,0.0001,-3.251534403190017,0.014033699,0.8181255757808685,0.2,0.03486115112900734,-0.008726140463956351,0.16803304036458333,0.13357706206302586,750
446.22,77,965,1576.71,9461760,9798,0.0001,-3.247972747882207,0.0133362245,0.8273356854915619,0.2,0.008698183111846447,-0.008562714729244665,0.16296875,0.09446461630281798,760
435.64,78,965,1528.1117,9584640,9926,0.0001,-3.229247488876184,0.013504298,0.8122896701097488,0.2,0.01742904633283615,-0.009112262842691052,0.16233154296875,0.09820735480713969,770
442.12,79,965,1554.245,9707520,10054,0.0001,-3.2259650511791307,0.013547061,0.8650488257408142,0.2,0.009421337395906448,-0.009183902687400405,0.15638671875,0.09758960530205513,780
438.16,80,965,1537.1925,9830400,10183,0.0001,-3.2260688451801736,0.013406141,0.8592902421951294,0.2,-0.0030015967786312103,-0.009035246947823906,0.15553792317708334,0.09464366757437044,790
433.36,81,964,1521.0515,9953280,10315,0.0001,-3.220357458405197,0.01400174,0.8808161318302155,0.2,0.04643920063972473,-0.009361472306870079,0.16664388020833334,0.10397863916873272,800
433.78,82,964,1542.3359,10076160,10444,0.0001,-3.2106473982955017,0.013908715,0.8314051777124405,0.2,0.04093703255057335,-0.009402417143689187,0.16721435546875,0.11690664537813669,810
444.42,83,964,1573.0964,10199040,10572,0.0001,-3.1960391767074663,0.013867059,0.8276683688163757,0.2,0.030019372701644897,-0.008930996434282861,0.16176106770833334,0.11146936677958971,820
430.34,84,964,1510.1501,10321920,10701,0.0001,-3.1682789279768864,0.014221112,0.8526357412338257,0.2,0.03688964992761612,-0.009502826893179493,0.16447591145833335,0.11513909610754733,830
426.06,85,964,1499.3369,10444800,10830,0.0001,-3.179879144219061,0.014328983,0.8276634514331818,0.2,0.0305800624191761,-0.00895422144324281,0.16726643880208333,0.11841804879377985,840
432.08,86,964,1519.5668,10567680,10957,0.0001,-3.1448956538115937,0.014483296,0.8095472902059555,0.2,0.03443889692425728,-0.00895638208523451,0.17120849609375,0.1352687240485102,850
415.28,87,964,1470.8512,10690560,11087,0.0001,-3.1362145764256515,0.014231831,0.8064981251955032,0.2,0.0637359768152237,-0.008728855046186557,0.16925130208333333,0.12995392815898715,860
440.2,88,964,1573.7368,10813440,11216,0.0001,-3.1166380076731244,0.014459125,0.8435620665550232,0.2,0.05653076991438866,-0.009270318423962939,0.17186116536458335,0.13971947969888182,870
433.54,89,963,1536.6176,10936320,11346,0.0001,-3.1259391801680128,0.014639918,0.8368588089942932,0.2,0.05293828621506691,-0.008988599793422812,0.172578125,0.14313634814010584,880
419.52,90,963,1499.3146,11059200,11472,0.0001,-3.123501126455764,0.014731461,0.8487757742404938,0.2,-0.002929229289293289,-0.008750523284397786,0.17146240234375,0.1469937066481604,890
430.94,91,964,1534.8846,11182080,11599,0.0001,-3.121389490539829,0.0144734625,0.8334207683801651,0.2,0.015896493569016457,-0.008676531846861811,0.16854166666666667,0.12203615147746556,900
414.72,92,964,1458.3154,11304960,11725,0.0001,-3.1139473134030897,0.015078684,0.8307944238185883,0.2,0.04381796345114708,-0.0087618083162306,0.17274088541666666,0.13574520553462208,910
410.34,93,963,1462.8824,11427840,11855,0.0001,-3.101069173750778,0.014843029,0.8558665812015533,0.2,0.06162085384130478,-0.00887845006580998,0.17429850260416666,0.12634248164016754,920
413.88,94,963,1477.2512,11550720,11984,0.0001,-3.087548011355102,0.014780511,0.8337739855051041,0.2,0.04027711600065231,-0.009015636182963742,0.17448404947916665,0.14033310326117013,930
443.0,95,963,1579.5736,11673600,12111,0.0001,-3.093036132392784,0.014679043,0.8295913338661194,0.2,0.03598375990986824,-0.008661932244758646,0.17282389322916666,0.1517480821564095,940
439.04,96,963,1563.1284,11796480,12238,0.0001,-3.0733730068430303,0.014997056,0.8215417116880417,0.2,0.0277495589107275,-0.009447370304114884,0.17178466796875,0.11497322190902196,950
423.98,97,964,1528.8098,11919360,12364,0.0001,-3.0639082596451046,0.01473372,0.8202655464410782,0.2,0.01879098266363144,-0.009102401478406439,0.17279052734375,0.14784116093505872,960
423.74,98,962,1505.576,12042240,12515,0.0001,-3.055301288192471,0.014864281,0.8442686349153519,0.2,0.08772163093090057,-0.008806305438793061,0.17465250651041667,0.15225728035691038,970
394.96,99,962,1419.1667,12165120,12644,0.0001,-3.04829747274518,0.015002953,0.8374227285385132,0.2,0.08024504780769348,-0.008678504702838836,0.1736279296875,0.16602577185656023,980
436.04,100,959,1549.6332,12288000,12802,0.0001,-3.04981172076116,0.014895431,0.858439713716507,0.2,0.1345217078924179,-0.00850637678863374,0.17468098958333333,0.18743728462121603,990
422.6,101,959,1511.9526,12410880,12930,0.0001,-3.0436669313162565,0.014905816,0.8235151469707489,0.2,0.015123920515179634,-0.008947534848915287,0.17319661458333332,0.17673825684323674,1000
412.78,102,959,1476.9066,12533760,13060,0.0001,-3.0276698088273406,0.015193601,0.8424357324838638,0.2,0.08772340416908264,-0.009433409426928847,0.17613606770833334,0.15994102919988412,1010
437.94,103,959,1574.0908,12656640,13190,0.0001,-3.0126990408450367,0.015579057,0.8195141851902008,0.2,0.03624453395605087,-0.009327429700060747,0.17749348958333333,0.15385314955123855,1020
411.82,104,959,1457.7518,12779520,13317,0.0001,-3.0178432800993322,0.015224895,0.818786233663559,0.2,0.11193627119064331,-0.00873515688606858,0.17527750651041665,0.191176127763077,1030
415.32,105,959,1486.4346,12902400,13447,0.0001,-3.0219555915271243,0.015816096,0.8339340835809708,0.2,0.03673635423183441,-0.009106467674170442,0.18101236979166666,0.1632907995041266,1040
417.42,106,959,1491.8148,13025280,13574,0.0001,-2.9799250644817947,0.015615804,0.8304504454135895,0.2,0.11061407625675201,-0.008720951227527014,0.18224283854166667,0.20269237305124987,1050
410.08,107,959,1468.7103,13148160,13705,0.0001,-2.985070842988789,0.0155556,0.8434194922447205,0.2,0.025577900931239128,-0.008768051860127647,0.17764811197916666,0.18730632029580496,1060
434.12,108,959,1565.4872,13271040,13833,0.0001,-2.9936804198101163,0.0149899665,0.8553351610898972,0.2,0.0971342921257019,-0.00924495033154623,0.17592203776041668,0.17236744794868475,1070
421.74,109,959,1513.0884,13393920,13960,0.0001,-2.990069171835979,0.015176893,0.8185880780220032,0.2,0.019133269786834717,-0.009070515534955727,0.17398193359375,0.166941836278905,1080
418.94,110,959,1510.8718,13516800,14090,0.0001,-2.977281556688249,0.015757198,0.8423424512147903,0.2,0.009463982656598091,-0.00914650947837193,0.177900390625,0.16809260451273683,1090
435.92,111,959,1568.172,13639680,14217,0.0001,-2.973204708409806,0.015074334,0.840464860200882,0.2,0.08105700463056564,-0.008489057593781884,0.17541097005208334,0.17393772776034894,1100
413.64,112,959,1494.773,13762560,14346,0.0001,-2.977401221853991,0.01572954,0.828666090965271,0.2,0.08258020132780075,-0.009110511897715697,0.18318603515625,0.19011083076513993,1110
418.88,113,959,1511.3824,13885440,14476,0.0001,-2.9661354327946903,0.015751688,0.8205172717571259,0.2,0.10693599283695221,-0.009253534246836352,0.17969156901041666,0.17951796168762182,1120
431.94,114,959,1576.264,14008320,14603,0.0001,-2.943840451215704,0.015677724,0.8045461475849152,0.2,0.07203872501850128,-0.008799551212438625,0.18021728515625,0.16875309669684307,1130
420.96,115,959,1529.3586,14131200,14733,0.0001,-2.9386287279054524,0.015709465,0.8043396472930908,0.2,0.06405404955148697,-0.009302790785998999,0.1812060546875,0.17382698932274554,1140
413.88,116,959,1496.1444,14254080,14860,0.0001,-2.945940561455985,0.015515313,0.8029939085245132,0.2,0.0494639128446579,-0.008629113850232292,0.18058430989583332,0.17535196004018266,1150
409.8,117,959,1481.2942,14376960,14988,0.0001,-2.948721794063846,0.015753599,0.8267887234687805,0.2,0.004554804414510727,-0.00854310424988095,0.17980387369791667,0.16988346640224336,1160
420.16,118,959,1516.7195,14499840,15115,0.0001,-2.946326080324749,0.015595087,0.8483789563179016,0.2,0.2345557063817978,-0.008993242858450686,0.18286783854166666,0.1743253305082908,1170
417.36,119,959,1512.8566,14622720,15242,0.0001,-2.94116911051174,0.016191049,0.8398854583501816,0.2,0.08135446906089783,-0.009375078844750534,0.18352620442708334,0.16054155117230645,1180
420.98,120,959,1526.341,14745600,15372,0.0001,-2.9211365695173543,0.015827926,0.836083397269249,0.2,0.09507013857364655,-0.008689987645757355,0.1810546875,0.18613098226303312,1190
448.24,121,959,1619.5653,14868480,15501,0.0001,-2.9018909809862574,0.016357379,0.7984014600515366,0.2,0.03704989701509476,-0.009206173617039895,0.18125732421875,0.17012553128413857,1200
430.74,122,959,1559.3572,14991360,15631,0.0001,-2.905052108367284,0.01597669,0.7805138528347015,0.2,0.04321390017867088,-0.008829070225662388,0.18329671223958333,0.17084900553444943,1210
405.24,123,958,1467.8978,15114240,15761,0.0001,-2.8968842265506587,0.016076576,0.8229895383119583,0.2,0.039591893553733826,-0.008663723620720702,0.18315511067708334,0.21207480990027155,1220
419.82,124,959,1520.0166,15237120,15887,0.0001,-2.8941758172089855,0.01565406,0.8039713203907013,0.2,0.0721093937754631,-0.008330351082101213,0.18300374348958334,0.19843822248726306,1230
396.7,125,958,1422.4949,15360000,16017,0.0001,-2.8578170675411823,0.01609095,0.8079261034727097,0.2,0.04350212216377258,-0.008301768637808588,0.18368815104166666,0.22471151345428855,1240
430.18,126,959,1540.165,15482880,16143,0.0001,-2.8693822233378885,0.016297964,0.8203844428062439,0.2,0.06311213970184326,-0.0083258776162135,0.1824560546875,0.20988592996417235,1250
402.88,127,959,1451.9133,15605760,16270,0.0001,-2.8695851329962414,0.0157676,0.7696700543165207,0.2,0.0495244562625885,-0.008920782888138395,0.18127278645833333,0.1876584553409096,1260
411.24,128,959,1473.5813,15728640,16397,0.0001,-2.868889215687911,0.016701372,0.8198603540658951,0.2,0.045955173671245575,-0.008741617575912339,0.18802734375,0.19153186638315675,1270
434.28,129,959,1573.8132,15851520,16527,0.0001,-2.852663846127689,0.015701234,0.8004173040390015,0.2,0.011704569682478905,-0.008373185359893493,0.18041259765625,0.18374596654175548,1280
428.82,130,959,1552.1926,15974400,16654,0.0001,-2.8608452750866613,0.016374556,0.7901270091533661,0.2,0.06623101979494095,-0.008740805547480099,0.18894856770833332,0.2273571071527355,1290
428.76,131,959,1556.9855,16097280,16784,0.0001,-2.8290794741362335,0.016056372,0.7580541372299194,0.2,0.12777209281921387,-0.008748439912803102,0.18349609375,0.19005101635285732,1300
425.54,132,959,1536.8308,16220160,16913,0.0001,-2.8176895365367334,0.016416721,0.8529729843139648,0.2,0.04776774346828461,-0.008345702418619112,0.1851416015625,0.21601853019121336,1310
436.52,133,959,1558.1278,16343040,17039,0.0001,-2.8130335808048645,0.01638257,0.7909257411956787,0.2,0.08057040721178055,-0.00816996749443812,0.18375244140625,0.20138705800937412,1320
424.66,134,959,1535.3202,16465920,17165,0.0001,-2.787373830216626,0.016004754,0.8357332795858383,0.2,0.050824884325265884,-0.00871954465214003,0.18108479817708334,0.17687299317719105,1330
409.54,135,959,1450.2148,16588800,17295,0.0001,-2.7976852617536982,0.016815089,0.7859590351581573,0.2,0.08043727278709412,-0.008892134915762047,0.18791666666666668,0.22118404670676683,1340
421.42,136,959,1523.6194,16711680,17425,0.0001,-2.763644286431372,0.016071683,0.7974488437175751,0.2,0.03519408404827118,-0.008189852918682542,0.18287516276041665,0.23815808780879402,1350
431.12,137,959,1538.0587,16834560,17551,0.0001,-2.777572554213305,0.016232776,0.7976304888725281,0.2,0.024090394377708435,-0.008372424210013682,0.18384440104166666,0.1856625891374036,1360
431.48,138,959,1545.4517,16957440,17681,0.0001,-2.750487963830431,0.01675916,0.7717836499214172,0.2,0.04914535582065582,-0.008885855977514439,0.18560384114583334,0.1907612970136688,1370
428.64,139,959,1549.941,17080320,17807,0.0001,-2.7530764431754746,0.01668543,0.8042150735855103,0.2,0.019780412316322327,-0.009154808984397581,0.18799886067708332,0.17088199592661113,1380
393.6,140,959,1423.0529,17203200,17936,0.0001,-2.7541244484856726,0.016622292,0.811951294541359,0.2,0.00984225794672966,-0.008601345419198575,0.18566569010416667,0.18975921124898984,1390
389.04,141,959,1410.1373,17326080,18066,0.0001,-2.7511547871803246,0.016054638,0.8238426148891449,0.2,0.052487168461084366,-0.008026656998942295,0.18131429036458332,0.19780140335011917,1400
391.98,142,959,1422.982,17448960,18192,0.0001,-2.720187055381636,0.016222311,0.7947080284357071,0.2,0.048481542617082596,-0.0073122856016076794,0.18195963541666665,0.2823165292405368,1410
404.94,143,959,1462.4159,17571840,18318,0.0001,-2.713583035133779,0.016091973,0.82532799243927,0.2,0.050892174243927,-0.008128890556557355,0.18503499348958333,0.2443350163414531,1420
407.28,144,959,1458.7097,17694720,18444,0.0001,-2.703738977449636,0.01602457,0.8530536592006683,0.2,0.06896006315946579,-0.008176445291719575,0.18097412109375,0.19674496883943599,1430
409.68,145,959,1493.6205,17817600,18570,0.0001,-2.6960367246717216,0.016843565,0.8589771389961243,0.2,0.05783691257238388,-0.008625354572268406,0.1852392578125,0.20370708221230113,1440
382.36,146,959,1370.1503,17940480,18699,0.0001,-2.713680309491853,0.016264861,0.8404408693313599,0.2,0.12454105913639069,-0.008358901247714432,0.18677083333333333,0.2245711284111409,1450
370.8,147,959,1335.7922,18063360,18828,0.0001,-2.6897528447334964,0.0169385,0.8260824829339981,0.2,0.1339995265007019,-0.007942690760683036,0.18607584635416666,0.293979972419329,1460
396.74,148,959,1427.0603,18186240,18954,0.0001,-2.7009655030195914,0.016136637,0.8410317301750183,0.2,0.06777249276638031,-0.00796730608658739,0.18309488932291668,0.25206240950501524,1470
