2024-03-01 21:56:48.936838
Logging to Training/Logs/TekusReward1-1B-FINAL
----------------------------------
| rollout/           |           |
| time/                   |             |
|    fps                  | 858         |
|    iterations           | 8           |
|    time_elapsed         | 1145        |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.056550406 |
|    clip_fraction        | 0.43        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.37       |
|    explained_variance   | 0.7         |
|    learning_rate        | 0.0002      |
|    loss                 | -0.00358    |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.022      |
|    value_loss           | 0.0995      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1360.8304  |
| time/                   |            |
|    fps                  | 847        |
|    iterations           | 9          |
|    time_elapsed         | 1305       |
|    total_timesteps      | 1105920    |
| train/                  |            |
|    approx_kl            | 0.05654425 |
|    clip_fraction        | 0.43       |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.35      |
|    explained_variance   | 0.676      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0127     |
|    n_updates            | 370        |
|    policy_gradient_loss | -0.0217    |
|    value_loss           | 0.112      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1323.6265  |
| time/                   |            |
|    fps                  | 835        |
|    iterations           | 10         |
|    time_elapsed         | 1470       |
|    total_timesteps      | 1228800    |
| train/                  |            |
|    approx_kl            | 0.06100341 |
|    clip_fraction        | 0.44       |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.28      |
|    explained_variance   | 0.733      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0382    |
|    n_updates            | 380        |
|    policy_gradient_loss | -0.0224    |
|    value_loss           | 0.11       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 440        |
|    ep_rew_mean          | 1304.5924  |
| time/                   |            |
|    fps                  | 830        |
|    iterations           | 11         |
|    time_elapsed         | 1627       |
|    total_timesteps      | 1351680    |
| train/                  |            |
|    approx_kl            | 0.06257481 |
|    clip_fraction        | 0.442      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.27      |
|    explained_variance   | 0.73       |
|    learning_rate        | 0.0002     |
|    loss                 | 0.187      |
|    n_updates            | 390        |
|    policy_gradient_loss | -0.023     |
|    value_loss           | 0.117      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1337.164   |
| time/                   |            |
|    fps                  | 826        |
|    iterations           | 12         |
|    time_elapsed         | 1784       |
|    total_timesteps      | 1474560    |
| train/                  |            |
|    approx_kl            | 0.06169757 |
|    clip_fraction        | 0.439      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.26      |
|    explained_variance   | 0.746      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0224    |
|    n_updates            | 400        |
|    policy_gradient_loss | -0.0224    |
|    value_loss           | 0.106      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1277.8492   |
| time/                   |             |
|    fps                  | 817         |
|    iterations           | 13          |
|    time_elapsed         | 1955        |
|    total_timesteps      | 1597440     |
| train/                  |             |
|    approx_kl            | 0.063736446 |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.23       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0002      |
|    loss                 | -0.00374    |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0224     |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 436         |
|    ep_rew_mean          | 1293.7853   |
| time/                   |             |
|    fps                  | 812         |
|    iterations           | 14          |
|    time_elapsed         | 2116        |
|    total_timesteps      | 1720320     |
| train/                  |             |
|    approx_kl            | 0.065024786 |
|    clip_fraction        | 0.447       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.19       |
|    explained_variance   | 0.734       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.00109     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0217     |
|    value_loss           | 0.117       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1347.9882   |
| time/                   |             |
|    fps                  | 809         |
|    iterations           | 15          |
|    time_elapsed         | 2278        |
|    total_timesteps      | 1843200     |
| train/                  |             |
|    approx_kl            | 0.066895284 |
|    clip_fraction        | 0.45        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.15       |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.0002      |
|    loss                 | -0.0145     |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.0226     |
|    value_loss           | 0.108       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1360.7507   |
| time/                   |             |
|    fps                  | 806         |
|    iterations           | 16          |
|    time_elapsed         | 2438        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.068314806 |
|    clip_fraction        | 0.449       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.14       |
|    explained_variance   | 0.766       |
|    learning_rate        | 0.0002      |
|    loss                 | -0.0051     |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0211     |
|    value_loss           | 0.115       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1339.4156  |
| time/                   |            |
|    fps                  | 793        |
|    iterations           | 17         |
|    time_elapsed         | 2632       |
|    total_timesteps      | 2088960    |
| train/                  |            |
|    approx_kl            | 0.06912354 |
|    clip_fraction        | 0.456      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.09      |
|    explained_variance   | 0.774      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00469    |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.0213    |
|    value_loss           | 0.107      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 439        |
|    ep_rew_mean          | 1316.7955  |
| time/                   |            |
|    fps                  | 789        |
|    iterations           | 18         |
|    time_elapsed         | 2800       |
|    total_timesteps      | 2211840    |
| train/                  |            |
|    approx_kl            | 0.06949954 |
|    clip_fraction        | 0.455      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.08      |
|    explained_variance   | 0.774      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0255    |
|    n_updates            | 460        |
|    policy_gradient_loss | -0.0216    |
|    value_loss           | 0.103      |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 433      |
|    ep_rew_mean          | 1237.565 |
| time/                   |          |
|    fps                  | 783      |
|    iterations           | 19       |
|    time_elapsed         | 2978     |
|    total_timesteps      | 2334720  |
| train/                  |          |
|    approx_kl            | 0.070376 |
|    clip_fraction        | 0.458    |
|    clip_range           | 0.2      |
|    entropy_loss         | -3.05    |
|    explained_variance   | 0.749    |
|    learning_rate        | 0.0002   |
|    loss                 | -0.0305  |
|    n_updates            | 470      |
|    policy_gradient_loss | -0.0214  |
|    value_loss           | 0.106    |
--------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 435         |
|    ep_rew_mean          | 1298.63     |
| time/                   |             |
|    fps                  | 783         |
|    iterations           | 20          |
|    time_elapsed         | 3137        |
|    total_timesteps      | 2457600     |
| train/                  |             |
|    approx_kl            | 0.073988445 |
|    clip_fraction        | 0.462       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.01       |
|    explained_variance   | 0.772       |
|    learning_rate        | 0.0002      |
|    loss                 | -0.036      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0206     |
|    value_loss           | 0.0935      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 449        |
|    ep_rew_mean          | 1299.4358  |
| time/                   |            |
|    fps                  | 783        |
|    iterations           | 21         |
|    time_elapsed         | 3295       |
|    total_timesteps      | 2580480    |
| train/                  |            |
|    approx_kl            | 0.07444399 |
|    clip_fraction        | 0.465      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.01      |
|    explained_variance   | 0.729      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.00804   |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.0215    |
|    value_loss           | 0.115      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1363.5736  |
| time/                   |            |
|    fps                  | 776        |
|    iterations           | 22         |
|    time_elapsed         | 3480       |
|    total_timesteps      | 2703360    |
| train/                  |            |
|    approx_kl            | 0.07515084 |
|    clip_fraction        | 0.464      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.96      |
|    explained_variance   | 0.77       |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0608     |
|    n_updates            | 500        |
|    policy_gradient_loss | -0.0205    |
|    value_loss           | 0.0948     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 428        |
|    ep_rew_mean          | 1336.0944  |
| time/                   |            |
|    fps                  | 776        |
|    iterations           | 23         |
|    time_elapsed         | 3641       |
|    total_timesteps      | 2826240    |
| train/                  |            |
|    approx_kl            | 0.07380498 |
|    clip_fraction        | 0.461      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.99      |
|    explained_variance   | 0.694      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0329    |
|    n_updates            | 510        |
|    policy_gradient_loss | -0.0207    |
|    value_loss           | 0.121      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 432        |
|    ep_rew_mean          | 1290.5359  |
| time/                   |            |
|    fps                  | 772        |
|    iterations           | 24         |
|    time_elapsed         | 3818       |
|    total_timesteps      | 2949120    |
| train/                  |            |
|    approx_kl            | 0.07403512 |
|    clip_fraction        | 0.46       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.98      |
|    explained_variance   | 0.723      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0107    |
|    n_updates            | 520        |
|    policy_gradient_loss | -0.0212    |
|    value_loss           | 0.107      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 1306.6156   |
| time/                   |             |
|    fps                  | 772         |
|    iterations           | 25          |
|    time_elapsed         | 3979        |
|    total_timesteps      | 3072000     |
| train/                  |             |
|    approx_kl            | 0.079582624 |
|    clip_fraction        | 0.47        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.9        |
|    explained_variance   | 0.721       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0165      |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.0214     |
|    value_loss           | 0.106       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 445         |
|    ep_rew_mean          | 1366.1213   |
| time/                   |             |
|    fps                  | 771         |
|    iterations           | 26          |
|    time_elapsed         | 4138        |
|    total_timesteps      | 3194880     |
| train/                  |             |
|    approx_kl            | 0.080771126 |
|    clip_fraction        | 0.471       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 0.754       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0299      |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0209     |
|    value_loss           | 0.0995      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 450       |
|    ep_rew_mean          | 1376.9679 |
| time/                   |           |
|    fps                  | 771       |
|    iterations           | 27        |
|    time_elapsed         | 4299      |
|    total_timesteps      | 3317760   |
| train/                  |           |
|    approx_kl            | 0.0819111 |
|    clip_fraction        | 0.47      |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.87     |
|    explained_variance   | 0.74      |
|    learning_rate        | 0.0002    |
|    loss                 | 0.0489    |
|    n_updates            | 550       |
|    policy_gradient_loss | -0.0202   |
|    value_loss           | 0.103     |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 429        |
|    ep_rew_mean          | 1284.5273  |
| time/                   |            |
|    fps                  | 771        |
|    iterations           | 28         |
|    time_elapsed         | 4459       |
|    total_timesteps      | 3440640    |
| train/                  |            |
|    approx_kl            | 0.08121467 |
|    clip_fraction        | 0.473      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.86      |
|    explained_variance   | 0.729      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0481    |
|    n_updates            | 560        |
|    policy_gradient_loss | -0.0205    |
|    value_loss           | 0.102      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1382.1649  |
| time/                   |            |
|    fps                  | 771        |
|    iterations           | 29         |
|    time_elapsed         | 4620       |
|    total_timesteps      | 3563520    |
| train/                  |            |
|    approx_kl            | 0.08324048 |
|    clip_fraction        | 0.473      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.81      |
|    explained_variance   | 0.748      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00356    |
|    n_updates            | 570        |
|    policy_gradient_loss | -0.0202    |
|    value_loss           | 0.0943     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 434        |
|    ep_rew_mean          | 1366.2465  |
| time/                   |            |
|    fps                  | 770        |
|    iterations           | 30         |
|    time_elapsed         | 4782       |
|    total_timesteps      | 3686400    |
| train/                  |            |
|    approx_kl            | 0.08404328 |
|    clip_fraction        | 0.474      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.82      |
|    explained_variance   | 0.727      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00195    |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.0198    |
|    value_loss           | 0.0989     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 441        |
|    ep_rew_mean          | 1270.7196  |
| time/                   |            |
|    fps                  | 770        |
|    iterations           | 31         |
|    time_elapsed         | 4946       |
|    total_timesteps      | 3809280    |
| train/                  |            |
|    approx_kl            | 0.08179704 |
|    clip_fraction        | 0.469      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.85      |
|    explained_variance   | 0.726      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0163     |
|    n_updates            | 590        |
|    policy_gradient_loss | -0.0205    |
|    value_loss           | 0.103      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1346.8325  |
| time/                   |            |
|    fps                  | 769        |
|    iterations           | 32         |
|    time_elapsed         | 5109       |
|    total_timesteps      | 3932160    |
| train/                  |            |
|    approx_kl            | 0.08668424 |
|    clip_fraction        | 0.478      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.73      |
|    explained_variance   | 0.748      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.011      |
|    n_updates            | 600        |
|    policy_gradient_loss | -0.0197    |
|    value_loss           | 0.0965     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1360.2618  |
| time/                   |            |
|    fps                  | 769        |
|    iterations           | 33         |
|    time_elapsed         | 5270       |
|    total_timesteps      | 4055040    |
| train/                  |            |
|    approx_kl            | 0.08644655 |
|    clip_fraction        | 0.476      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.75      |
|    explained_variance   | 0.748      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0286    |
|    n_updates            | 610        |
|    policy_gradient_loss | -0.0193    |
|    value_loss           | 0.0931     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 437         |
|    ep_rew_mean          | 1333.8026   |
| time/                   |             |
|    fps                  | 769         |
|    iterations           | 34          |
|    time_elapsed         | 5430        |
|    total_timesteps      | 4177920     |
| train/                  |             |
|    approx_kl            | 0.087896995 |
|    clip_fraction        | 0.475       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.74       |
|    explained_variance   | 0.727       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0106      |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.0196     |
|    value_loss           | 0.105       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1363.424    |
| time/                   |             |
|    fps                  | 769         |
|    iterations           | 35          |
|    time_elapsed         | 5590        |
|    total_timesteps      | 4300800     |
| train/                  |             |
|    approx_kl            | 0.087864906 |
|    clip_fraction        | 0.477       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.73       |
|    explained_variance   | 0.745       |
|    learning_rate        | 0.0002      |
|    loss                 | -0.0322     |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0189     |
|    value_loss           | 0.107       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1357.4637  |
| time/                   |            |
|    fps                  | 769        |
|    iterations           | 36         |
|    time_elapsed         | 5748       |
|    total_timesteps      | 4423680    |
| train/                  |            |
|    approx_kl            | 0.09118007 |
|    clip_fraction        | 0.478      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.71      |
|    explained_variance   | 0.729      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0316    |
|    n_updates            | 640        |
|    policy_gradient_loss | -0.0192    |
|    value_loss           | 0.116      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 426        |
|    ep_rew_mean          | 1328.9076  |
| time/                   |            |
|    fps                  | 769        |
|    iterations           | 37         |
|    time_elapsed         | 5908       |
|    total_timesteps      | 4546560    |
| train/                  |            |
|    approx_kl            | 0.08852646 |
|    clip_fraction        | 0.478      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.71      |
|    explained_variance   | 0.714      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00985    |
|    n_updates            | 650        |
|    policy_gradient_loss | -0.0195    |
|    value_loss           | 0.0978     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 433        |
|    ep_rew_mean          | 1364.099   |
| time/                   |            |
|    fps                  | 767        |
|    iterations           | 38         |
|    time_elapsed         | 6080       |
|    total_timesteps      | 4669440    |
| train/                  |            |
|    approx_kl            | 0.09004021 |
|    clip_fraction        | 0.478      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.68      |
|    explained_variance   | 0.733      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0401    |
|    n_updates            | 660        |
|    policy_gradient_loss | -0.0185    |
|    value_loss           | 0.0993     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 433        |
|    ep_rew_mean          | 1346.1484  |
| time/                   |            |
|    fps                  | 767        |
|    iterations           | 39         |
|    time_elapsed         | 6243       |
|    total_timesteps      | 4792320    |
| train/                  |            |
|    approx_kl            | 0.09854941 |
|    clip_fraction        | 0.487      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.57      |
|    explained_variance   | 0.779      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00521    |
|    n_updates            | 670        |
|    policy_gradient_loss | -0.0179    |
|    value_loss           | 0.085      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1408.1829  |
| time/                   |            |
|    fps                  | 767        |
|    iterations           | 40         |
|    time_elapsed         | 6402       |
|    total_timesteps      | 4915200    |
| train/                  |            |
|    approx_kl            | 0.09126386 |
|    clip_fraction        | 0.482      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.63      |
|    explained_variance   | 0.75       |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0163    |
|    n_updates            | 680        |
|    policy_gradient_loss | -0.0179    |
|    value_loss           | 0.091      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1437.3645  |
| time/                   |            |
|    fps                  | 767        |
|    iterations           | 41         |
|    time_elapsed         | 6566       |
|    total_timesteps      | 5038080    |
| train/                  |            |
|    approx_kl            | 0.09464199 |
|    clip_fraction        | 0.482      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.62      |
|    explained_variance   | 0.756      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.000766  |
|    n_updates            | 690        |
|    policy_gradient_loss | -0.0177    |
|    value_loss           | 0.0965     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1402.7311  |
| time/                   |            |
|    fps                  | 766        |
|    iterations           | 42         |
|    time_elapsed         | 6729       |
|    total_timesteps      | 5160960    |
| train/                  |            |
|    approx_kl            | 0.09495457 |
|    clip_fraction        | 0.483      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.61      |
|    explained_variance   | 0.752      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.017      |
|    n_updates            | 700        |
|    policy_gradient_loss | -0.0177    |
|    value_loss           | 0.0931     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1410.2347  |
| time/                   |            |
|    fps                  | 766        |
|    iterations           | 43         |
|    time_elapsed         | 6889       |
|    total_timesteps      | 5283840    |
| train/                  |            |
|    approx_kl            | 0.09176645 |
|    clip_fraction        | 0.48       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.63      |
|    explained_variance   | 0.718      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00806    |
|    n_updates            | 710        |
|    policy_gradient_loss | -0.0178    |
|    value_loss           | 0.107      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 423        |
|    ep_rew_mean          | 1321.6698  |
| time/                   |            |
|    fps                  | 766        |
|    iterations           | 44         |
|    time_elapsed         | 7049       |
|    total_timesteps      | 5406720    |
| train/                  |            |
|    approx_kl            | 0.09496185 |
|    clip_fraction        | 0.483      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.61      |
|    explained_variance   | 0.739      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0345    |
|    n_updates            | 720        |
|    policy_gradient_loss | -0.0181    |
|    value_loss           | 0.0989     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1444.2793  |
| time/                   |            |
|    fps                  | 766        |
|    iterations           | 45         |
|    time_elapsed         | 7213       |
|    total_timesteps      | 5529600    |
| train/                  |            |
|    approx_kl            | 0.09528976 |
|    clip_fraction        | 0.484      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.61      |
|    explained_variance   | 0.743      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.028     |
|    n_updates            | 730        |
|    policy_gradient_loss | -0.0174    |
|    value_loss           | 0.109      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1416.4432  |
| time/                   |            |
|    fps                  | 766        |
|    iterations           | 46         |
|    time_elapsed         | 7376       |
|    total_timesteps      | 5652480    |
| train/                  |            |
|    approx_kl            | 0.09693071 |
|    clip_fraction        | 0.481      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.53      |
|    explained_variance   | 0.736      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0391    |
|    n_updates            | 740        |
|    policy_gradient_loss | -0.0171    |
|    value_loss           | 0.0992     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 442        |
|    ep_rew_mean          | 1436.7676  |
| time/                   |            |
|    fps                  | 766        |
|    iterations           | 47         |
|    time_elapsed         | 7537       |
|    total_timesteps      | 5775360    |
| train/                  |            |
|    approx_kl            | 0.09697669 |
|    clip_fraction        | 0.482      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.55      |
