2024-02-25 11:53:18.193595
Logging to Training/Logs/TekusGamma96
Using cpu device
----------------------------------
| rollout/           |           |
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 427         |
|    ep_rew_mean          | 821.17615   |
| time/                   |             |
|    fps                  | 1123        |
|    iterations           | 6           |
|    time_elapsed         | 656         |
|    total_timesteps      | 737280      |
| train/                  |             |
|    approx_kl            | 0.012885449 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.22       |
|    explained_variance   | 0.726       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0126      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0119     |
|    value_loss           | 0.0922      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 894.5323     |
| time/                   |              |
|    fps                  | 1101         |
|    iterations           | 7            |
|    time_elapsed         | 780          |
|    total_timesteps      | 860160       |
| train/                  |              |
|    approx_kl            | 0.0138535835 |
|    clip_fraction        | 0.163        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.2         |
|    explained_variance   | 0.753        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0198       |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.0126      |
|    value_loss           | 0.0903       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 909.8897     |
| time/                   |              |
|    fps                  | 1084         |
|    iterations           | 8            |
|    time_elapsed         | 906          |
|    total_timesteps      | 983040       |
| train/                  |              |
|    approx_kl            | 0.0145930685 |
|    clip_fraction        | 0.172        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.19        |
|    explained_variance   | 0.73         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00823     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.0129      |
|    value_loss           | 0.101        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 432         |
|    ep_rew_mean          | 942.4604    |
| time/                   |             |
|    fps                  | 1072        |
|    iterations           | 9           |
|    time_elapsed         | 1031        |
|    total_timesteps      | 1105920     |
| train/                  |             |
|    approx_kl            | 0.015115082 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | 0.718       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0319      |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0123     |
|    value_loss           | 0.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 411         |
|    ep_rew_mean          | 906.095     |
| time/                   |             |
|    fps                  | 1064        |
|    iterations           | 10          |
|    time_elapsed         | 1154        |
|    total_timesteps      | 1228800     |
| train/                  |             |
|    approx_kl            | 0.015932461 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.706       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0863      |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.0126     |
|    value_loss           | 0.0972      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 977.9929    |
| time/                   |             |
|    fps                  | 1056        |
|    iterations           | 11          |
|    time_elapsed         | 1279        |
|    total_timesteps      | 1351680     |
| train/                  |             |
|    approx_kl            | 0.016740214 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0418      |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0122     |
|    value_loss           | 0.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 417         |
|    ep_rew_mean          | 992.7272    |
| time/                   |             |
|    fps                  | 1051        |
|    iterations           | 12          |
|    time_elapsed         | 1401        |
|    total_timesteps      | 1474560     |
| train/                  |             |
|    approx_kl            | 0.017199373 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.738       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0302      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0124     |
|    value_loss           | 0.0915      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1091.9287   |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 13          |
|    time_elapsed         | 1534        |
|    total_timesteps      | 1597440     |
| train/                  |             |
|    approx_kl            | 0.017647393 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0153     |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0116     |
|    value_loss           | 0.0885      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 424        |
|    ep_rew_mean          | 1018.00134 |
| time/                   |            |
|    fps                  | 1036       |
|    iterations           | 14         |
|    time_elapsed         | 1660       |
|    total_timesteps      | 1720320    |
| train/                  |            |
|    approx_kl            | 0.01825872 |
|    clip_fraction        | 0.207      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.08      |
|    explained_variance   | 0.66       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0167     |
|    n_updates            | 130        |
|    policy_gradient_loss | -0.0117    |
|    value_loss           | 0.0971     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 427         |
|    ep_rew_mean          | 1125.3207   |
| time/                   |             |
|    fps                  | 1032        |
|    iterations           | 15          |
|    time_elapsed         | 1785        |
|    total_timesteps      | 1843200     |
| train/                  |             |
|    approx_kl            | 0.018702406 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.718       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00571    |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0112     |
|    value_loss           | 0.086       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1237.8832   |
| time/                   |             |
|    fps                  | 1029        |
|    iterations           | 16          |
|    time_elapsed         | 1909        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.018796613 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.697       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0352      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0107     |
|    value_loss           | 0.0837      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | 1181.3787   |
| time/                   |             |
|    fps                  | 1027        |
|    iterations           | 17          |
|    time_elapsed         | 2032        |
|    total_timesteps      | 2088960     |
| train/                  |             |
|    approx_kl            | 0.019418988 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0104      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0106     |
|    value_loss           | 0.0835      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | 1244.2223   |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 18          |
|    time_elapsed         | 2159        |
|    total_timesteps      | 2211840     |
| train/                  |             |
|    approx_kl            | 0.020003418 |
|    clip_fraction        | 0.226       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.7         |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00299    |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0104     |
|    value_loss           | 0.087       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1299.823    |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 19          |
|    time_elapsed         | 2284        |
|    total_timesteps      | 2334720     |
| train/                  |             |
|    approx_kl            | 0.020860134 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.713       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.25e-05    |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0108     |
|    value_loss           | 0.0772      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 426         |
|    ep_rew_mean          | 1242.003    |
| time/                   |             |
|    fps                  | 1019        |
|    iterations           | 20          |
|    time_elapsed         | 2409        |
|    total_timesteps      | 2457600     |
| train/                  |             |
|    approx_kl            | 0.020475416 |
|    clip_fraction        | 0.227       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.635       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0441      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0101     |
|    value_loss           | 0.0766      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 442         |
|    ep_rew_mean          | 1273.5414   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 21          |
|    time_elapsed         | 2534        |
|    total_timesteps      | 2580480     |
| train/                  |             |
|    approx_kl            | 0.021373618 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.693       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0251      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0099     |
|    value_loss           | 0.0811      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 422         |
|    ep_rew_mean          | 1288.67     |
| time/                   |             |
|    fps                  | 1017        |
|    iterations           | 22          |
|    time_elapsed         | 2657        |
|    total_timesteps      | 2703360     |
| train/                  |             |
|    approx_kl            | 0.021882836 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.72        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.028       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00977    |
|    value_loss           | 0.0774      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 416         |
|    ep_rew_mean          | 1265.7771   |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 23          |
|    time_elapsed         | 2783        |
|    total_timesteps      | 2826240     |
| train/                  |             |
|    approx_kl            | 0.021897262 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.9        |
|    explained_variance   | 0.695       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0484      |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00987    |
|    value_loss           | 0.0787      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 429         |
|    ep_rew_mean          | 1322.288    |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 24          |
|    time_elapsed         | 2910        |
|    total_timesteps      | 2949120     |
| train/                  |             |
|    approx_kl            | 0.022363506 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.87       |
|    explained_variance   | 0.787       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0101     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00926    |
|    value_loss           | 0.0663      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 383         |
|    ep_rew_mean          | 1199.9023   |
| time/                   |             |
|    fps                  | 1011        |
|    iterations           | 25          |
|    time_elapsed         | 3035        |
|    total_timesteps      | 3072000     |
| train/                  |             |
|    approx_kl            | 0.022775386 |
|    clip_fraction        | 0.246       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.85       |
|    explained_variance   | 0.763       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0199      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00901    |
|    value_loss           | 0.0794      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 1385.679    |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 26          |
|    time_elapsed         | 3160        |
|    total_timesteps      | 3194880     |
| train/                  |             |
|    approx_kl            | 0.023086173 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.85       |
|    explained_variance   | 0.769       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0381      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00897    |
|    value_loss           | 0.075       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 427         |
|    ep_rew_mean          | 1394.4563   |
| time/                   |             |
|    fps                  | 1001        |
|    iterations           | 27          |
|    time_elapsed         | 3313        |
|    total_timesteps      | 3317760     |
| train/                  |             |
|    approx_kl            | 0.022976227 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.83       |
|    explained_variance   | 0.775       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0156     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00872    |
|    value_loss           | 0.079       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 418         |
|    ep_rew_mean          | 1378.0076   |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 28          |
|    time_elapsed         | 3440        |
|    total_timesteps      | 3440640     |
| train/                  |             |
|    approx_kl            | 0.022974608 |
|    clip_fraction        | 0.246       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.82       |
|    explained_variance   | 0.697       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.033       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00849    |
|    value_loss           | 0.0683      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1423.1107   |
| time/                   |             |
|    fps                  | 999         |
|    iterations           | 29          |
|    time_elapsed         | 3565        |
|    total_timesteps      | 3563520     |
| train/                  |             |
|    approx_kl            | 0.023634283 |
|    clip_fraction        | 0.247       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.81       |
|    explained_variance   | 0.759       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0299      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00872    |
|    value_loss           | 0.0667      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 447         |
|    ep_rew_mean          | 1475.5737   |
| time/                   |             |
|    fps                  | 998         |
|    iterations           | 30          |
|    time_elapsed         | 3690        |
|    total_timesteps      | 3686400     |
| train/                  |             |
|    approx_kl            | 0.024697797 |
|    clip_fraction        | 0.255       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.79       |
|    explained_variance   | 0.795       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0302      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00869    |
|    value_loss           | 0.0648      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 400         |
|    ep_rew_mean          | 1332.0115   |
| time/                   |             |
|    fps                  | 998         |
|    iterations           | 31          |
|    time_elapsed         | 3815        |
|    total_timesteps      | 3809280     |
| train/                  |             |
|    approx_kl            | 0.024361221 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.77       |
|    explained_variance   | 0.792       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00163    |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00779    |
|    value_loss           | 0.0695      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 430         |
|    ep_rew_mean          | 1433.825    |
| time/                   |             |
|    fps                  | 997         |
|    iterations           | 32          |
|    time_elapsed         | 3942        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.024406437 |
|    clip_fraction        | 0.257       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.76       |
|    explained_variance   | 0.77        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0431      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00828    |
|    value_loss           | 0.0654      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 397        |
|    ep_rew_mean          | 1331.2242  |
| time/                   |            |
|    fps                  | 996        |
|    iterations           | 33         |
|    time_elapsed         | 4067       |
|    total_timesteps      | 4055040    |
| train/                  |            |
|    approx_kl            | 0.02453539 |
|    clip_fraction        | 0.257      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.73      |
|    explained_variance   | 0.745      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0213     |
|    n_updates            | 320        |
|    policy_gradient_loss | -0.00817   |
|    value_loss           | 0.0662     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 418         |
|    ep_rew_mean          | 1383.2612   |
| time/                   |             |
|    fps                  | 996         |
|    iterations           | 34          |
|    time_elapsed         | 4192        |
|    total_timesteps      | 4177920     |
| train/                  |             |
|    approx_kl            | 0.025841184 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.7        |
|    explained_variance   | 0.785       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0283      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00763    |
|    value_loss           | 0.0657      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 396         |
|    ep_rew_mean          | 1331.7911   |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 35          |
|    time_elapsed         | 4330        |
|    total_timesteps      | 4300800     |
| train/                  |             |
|    approx_kl            | 0.025981393 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.71       |
|    explained_variance   | 0.745       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0356      |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00776    |
|    value_loss           | 0.0747      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 1455.5875   |
| time/                   |             |
|    fps                  | 992         |
|    iterations           | 36          |
|    time_elapsed         | 4455        |
|    total_timesteps      | 4423680     |
| train/                  |             |
|    approx_kl            | 0.025842387 |
|    clip_fraction        | 0.265       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.68       |
|    explained_variance   | 0.771       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0248      |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00753    |
|    value_loss           | 0.0788      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1532.9935   |
| time/                   |             |
|    fps                  | 992         |
|    iterations           | 37          |
|    time_elapsed         | 4580        |
|    total_timesteps      | 4546560     |
| train/                  |             |
|    approx_kl            | 0.025498055 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.69       |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0133      |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00777    |
|    value_loss           | 0.0616      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 420         |
|    ep_rew_mean          | 1411.1614   |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 38          |
|    time_elapsed         | 4708        |
|    total_timesteps      | 4669440     |
| train/                  |             |
|    approx_kl            | 0.025884748 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.66       |
|    explained_variance   | 0.695       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000327    |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00831    |
|    value_loss           | 0.0599      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 426        |
|    ep_rew_mean          | 1453.6206  |
| time/                   |            |
|    fps                  | 988        |
|    iterations           | 39         |
|    time_elapsed         | 4849       |
|    total_timesteps      | 4792320    |
| train/                  |            |
|    approx_kl            | 0.02665848 |
|    clip_fraction        | 0.265      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.65      |
|    explained_variance   | 0.814      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0656     |
|    n_updates            | 380        |
|    policy_gradient_loss | -0.00747   |
|    value_loss           | 0.0717     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 434         |
|    ep_rew_mean          | 1492.3672   |
| time/                   |             |
|    fps                  | 987         |
|    iterations           | 40          |
|    time_elapsed         | 4975        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.026295248 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.62       |
|    explained_variance   | 0.733       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0111     |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00753    |
|    value_loss           | 0.0737      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 412         |
|    ep_rew_mean          | 1422.0457   |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 41          |
|    time_elapsed         | 5119        |
|    total_timesteps      | 5038080     |
| train/                  |             |
|    approx_kl            | 0.027581904 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.62       |
|    explained_variance   | 0.782       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0146      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00754    |
|    value_loss           | 0.0769      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1536.9293  |
| time/                   |            |
|    fps                  | 983        |
|    iterations           | 42         |
|    time_elapsed         | 5245       |
|    total_timesteps      | 5160960    |
| train/                  |            |
|    approx_kl            | 0.02731809 |
|    clip_fraction        | 0.271      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.59      |
|    explained_variance   | 0.818      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00993    |
|    n_updates            | 410        |
|    policy_gradient_loss | -0.00762   |
|    value_loss           | 0.071      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1545.5775  |
| time/                   |            |
|    fps                  | 983        |
|    iterations           | 43         |
|    time_elapsed         | 5370       |
|    total_timesteps      | 5283840    |
| train/                  |            |
|    approx_kl            | 0.02724609 |
|    clip_fraction        | 0.271      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.58      |
|    explained_variance   | 0.762      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0636     |
|    n_updates            | 420        |
|    policy_gradient_loss | -0.00729   |
|    value_loss           | 0.0648     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 367         |
|    ep_rew_mean          | 1280.1063   |
| time/                   |             |
|    fps                  | 983         |
|    iterations           | 44          |
|    time_elapsed         | 5497        |
|    total_timesteps      | 5406720     |
| train/                  |             |
|    approx_kl            | 0.026497865 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.58       |
|    explained_variance   | 0.742       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0304      |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00693    |
|    value_loss           | 0.0621      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 408         |
|    ep_rew_mean          | 1422.0012   |
| time/                   |             |
|    fps                  | 983         |
|    iterations           | 45          |
|    time_elapsed         | 5624        |
|    total_timesteps      | 5529600     |
| train/                  |             |
|    approx_kl            | 0.028114615 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.57       |
|    explained_variance   | 0.783       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0276      |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00703    |
|    value_loss           | 0.0724      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 387       |
|    ep_rew_mean          | 1378.219  |
| time/                   |           |
|    fps                  | 982       |
|    iterations           | 46        |
|    time_elapsed         | 5751      |
|    total_timesteps      | 5652480   |
| train/                  |           |
|    approx_kl            | 0.0289141 |
|    clip_fraction        | 0.278     |
|    clip_range           | 0.2       |
|    entropy_loss         | -3.55     |
|    explained_variance   | 0.793     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.0018    |
|    n_updates            | 450       |
|    policy_gradient_loss | -0.00655  |
|    value_loss           | 0.0773    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 366         |
|    ep_rew_mean          | 1249.3406   |
| time/                   |             |
|    fps                  | 982         |
|    iterations           | 47          |
|    time_elapsed         | 5875        |
|    total_timesteps      | 5775360     |
