2024-02-23 21:28:34.837878
Logging to Training/Logs/TekusLR0002
Using cpu device
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 874.87085   |
| time/                   |             |
|    fps                  | 1066        |
|    iterations           | 8           |
|    time_elapsed         | 921         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.011481717 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.2        |
|    explained_variance   | 0.652       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0591      |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.011      |
|    value_loss           | 0.132       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 414         |
|    ep_rew_mean          | 903.0765    |
| time/                   |             |
|    fps                  | 1053        |
|    iterations           | 9           |
|    time_elapsed         | 1049        |
|    total_timesteps      | 1105920     |
| train/                  |             |
|    approx_kl            | 0.011653316 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0674      |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.011      |
|    value_loss           | 0.133       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 446         |
|    ep_rew_mean          | 968.533     |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 10          |
|    time_elapsed         | 1178        |
|    total_timesteps      | 1228800     |
| train/                  |             |
|    approx_kl            | 0.012644973 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.16       |
|    explained_variance   | 0.649       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.043       |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.0109     |
|    value_loss           | 0.142       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 1000.1182    |
| time/                   |              |
|    fps                  | 1035         |
|    iterations           | 11           |
|    time_elapsed         | 1305         |
|    total_timesteps      | 1351680      |
| train/                  |              |
|    approx_kl            | 0.0130953435 |
|    clip_fraction        | 0.151        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.14        |
|    explained_variance   | 0.708        |
|    learning_rate        | 0.0002       |
|    loss                 | 0.0244       |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.0113      |
|    value_loss           | 0.136        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 430         |
|    ep_rew_mean          | 955.86523   |
| time/                   |             |
|    fps                  | 1028        |
|    iterations           | 12          |
|    time_elapsed         | 1433        |
|    total_timesteps      | 1474560     |
| train/                  |             |
|    approx_kl            | 0.013229262 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.676       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0564      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0106     |
|    value_loss           | 0.143       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1051.8612   |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 13          |
|    time_elapsed         | 1564        |
|    total_timesteps      | 1597440     |
| train/                  |             |
|    approx_kl            | 0.013563077 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.716       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0256      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0109     |
|    value_loss           | 0.134       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1109.216    |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 14          |
|    time_elapsed         | 1696        |
|    total_timesteps      | 1720320     |
| train/                  |             |
|    approx_kl            | 0.013668293 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.728       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.125       |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0107     |
|    value_loss           | 0.133       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1132.1157  |
| time/                   |            |
|    fps                  | 1010       |
|    iterations           | 15         |
|    time_elapsed         | 1823       |
|    total_timesteps      | 1843200    |
| train/                  |            |
|    approx_kl            | 0.01410053 |
|    clip_fraction        | 0.166      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.09      |
|    explained_variance   | 0.73       |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0899     |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.011     |
|    value_loss           | 0.135      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1150.6761   |
| time/                   |             |
|    fps                  | 1007        |
|    iterations           | 16          |
|    time_elapsed         | 1952        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.014251978 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.047       |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0107     |
|    value_loss           | 0.135       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1188.1301   |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 17          |
|    time_elapsed         | 2081        |
|    total_timesteps      | 2088960     |
| train/                  |             |
|    approx_kl            | 0.014854518 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.754       |
|    learning_rate        | 0.0002      |
|    loss                 | -0.00666    |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0104     |
|    value_loss           | 0.139       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 437         |
|    ep_rew_mean          | 1234.2156   |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 18          |
|    time_elapsed         | 2209        |
|    total_timesteps      | 2211840     |
| train/                  |             |
|    approx_kl            | 0.015032854 |
|    clip_fraction        | 0.176       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.795       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0243      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0107     |
|    value_loss           | 0.123       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 1220.1974    |
| time/                   |              |
|    fps                  | 998          |
|    iterations           | 19           |
|    time_elapsed         | 2337         |
|    total_timesteps      | 2334720      |
| train/                  |              |
|    approx_kl            | 0.0151482215 |
|    clip_fraction        | 0.179        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.02        |
|    explained_variance   | 0.754        |
|    learning_rate        | 0.0002       |
|    loss                 | 0.0683       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.0106      |
|    value_loss           | 0.126        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 436         |
|    ep_rew_mean          | 1147.0833   |
| time/                   |             |
|    fps                  | 997         |
|    iterations           | 20          |
|    time_elapsed         | 2464        |
|    total_timesteps      | 2457600     |
| train/                  |             |
|    approx_kl            | 0.015268945 |
|    clip_fraction        | 0.185       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0284      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.011      |
|    value_loss           | 0.117       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 435         |
|    ep_rew_mean          | 1205.7817   |
| time/                   |             |
|    fps                  | 994         |
|    iterations           | 21          |
|    time_elapsed         | 2594        |
|    total_timesteps      | 2580480     |
| train/                  |             |
|    approx_kl            | 0.015966436 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.749       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0388      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0102     |
|    value_loss           | 0.121       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1234.8368   |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 22          |
|    time_elapsed         | 2725        |
|    total_timesteps      | 2703360     |
| train/                  |             |
|    approx_kl            | 0.016220225 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.778       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0298      |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0102     |
|    value_loss           | 0.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 432         |
|    ep_rew_mean          | 1239.7957   |
| time/                   |             |
|    fps                  | 989         |
|    iterations           | 23          |
|    time_elapsed         | 2856        |
|    total_timesteps      | 2826240     |
| train/                  |             |
|    approx_kl            | 0.016930766 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.809       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.00642     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0106     |
|    value_loss           | 0.11        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 436        |
|    ep_rew_mean          | 1269.4939  |
| time/                   |            |
|    fps                  | 987        |
|    iterations           | 24         |
|    time_elapsed         | 2987       |
|    total_timesteps      | 2949120    |
| train/                  |            |
|    approx_kl            | 0.01707285 |
|    clip_fraction        | 0.197      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.95      |
|    explained_variance   | 0.813      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00513    |
|    n_updates            | 230        |
|    policy_gradient_loss | -0.00974   |
|    value_loss           | 0.116      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 1312.8982   |
| time/                   |             |
|    fps                  | 986         |
|    iterations           | 25          |
|    time_elapsed         | 3114        |
|    total_timesteps      | 3072000     |
| train/                  |             |
|    approx_kl            | 0.016843546 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.92       |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.033       |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00991    |
|    value_loss           | 0.115       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 426        |
|    ep_rew_mean          | 1262.0496  |
| time/                   |            |
|    fps                  | 985        |
|    iterations           | 26         |
|    time_elapsed         | 3243       |
|    total_timesteps      | 3194880    |
| train/                  |            |
|    approx_kl            | 0.01752036 |
|    clip_fraction        | 0.202      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.91      |
|    explained_variance   | 0.852      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.063      |
|    n_updates            | 250        |
|    policy_gradient_loss | -0.0107    |
|    value_loss           | 0.105      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1298.2703  |
| time/                   |            |
|    fps                  | 984        |
|    iterations           | 27         |
|    time_elapsed         | 3370       |
|    total_timesteps      | 3317760    |
| train/                  |            |
|    approx_kl            | 0.01717748 |
|    clip_fraction        | 0.196      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.9       |
|    explained_variance   | 0.806      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.072      |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.00944   |
|    value_loss           | 0.117      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1318.3978   |
| time/                   |             |
|    fps                  | 983         |
|    iterations           | 28          |
|    time_elapsed         | 3498        |
|    total_timesteps      | 3440640     |
| train/                  |             |
|    approx_kl            | 0.017529266 |
|    clip_fraction        | 0.199       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.89       |
|    explained_variance   | 0.859       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.069       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00988    |
|    value_loss           | 0.117       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 437        |
|    ep_rew_mean          | 1328.8961  |
| time/                   |            |
|    fps                  | 982        |
|    iterations           | 29         |
|    time_elapsed         | 3628       |
|    total_timesteps      | 3563520    |
| train/                  |            |
|    approx_kl            | 0.01747202 |
|    clip_fraction        | 0.2        |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.89      |
|    explained_variance   | 0.815      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.025      |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.01      |
|    value_loss           | 0.116      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 443        |
|    ep_rew_mean          | 1277.6158  |
| time/                   |            |
|    fps                  | 981        |
|    iterations           | 30         |
|    time_elapsed         | 3757       |
|    total_timesteps      | 3686400    |
| train/                  |            |
|    approx_kl            | 0.01768094 |
|    clip_fraction        | 0.202      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.88      |
|    explained_variance   | 0.845      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00473    |
|    n_updates            | 290        |
|    policy_gradient_loss | -0.00976   |
|    value_loss           | 0.111      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 427        |
|    ep_rew_mean          | 1298.195   |
| time/                   |            |
|    fps                  | 980        |
|    iterations           | 31         |
|    time_elapsed         | 3886       |
|    total_timesteps      | 3809280    |
| train/                  |            |
|    approx_kl            | 0.01791894 |
|    clip_fraction        | 0.204      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.85      |
|    explained_variance   | 0.822      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0294     |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.0101    |
|    value_loss           | 0.0956     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 1271.3107   |
| time/                   |             |
|    fps                  | 979         |
|    iterations           | 32          |
|    time_elapsed         | 4016        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.018196817 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.84       |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0303      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0102     |
|    value_loss           | 0.103       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 424         |
|    ep_rew_mean          | 1306.5582   |
| time/                   |             |
|    fps                  | 978         |
|    iterations           | 33          |
|    time_elapsed         | 4145        |
|    total_timesteps      | 4055040     |
| train/                  |             |
|    approx_kl            | 0.017738186 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.84       |
|    explained_variance   | 0.878       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0102      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00973    |
|    value_loss           | 0.109       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 417         |
|    ep_rew_mean          | 1302.9783   |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 34          |
|    time_elapsed         | 4274        |
|    total_timesteps      | 4177920     |
| train/                  |             |
|    approx_kl            | 0.018122017 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.82       |
|    explained_variance   | 0.85        |
|    learning_rate        | 0.0002      |
|    loss                 | 0.094       |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00931    |
|    value_loss           | 0.122       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1336.7311  |
| time/                   |            |
|    fps                  | 976        |
|    iterations           | 35         |
|    time_elapsed         | 4403       |
|    total_timesteps      | 4300800    |
| train/                  |            |
|    approx_kl            | 0.01823663 |
|    clip_fraction        | 0.207      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.82      |
|    explained_variance   | 0.862      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0675     |
|    n_updates            | 340        |
|    policy_gradient_loss | -0.00969   |
|    value_loss           | 0.117      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1401.9713  |
| time/                   |            |
|    fps                  | 976        |
|    iterations           | 36         |
|    time_elapsed         | 4531       |
|    total_timesteps      | 4423680    |
| train/                  |            |
|    approx_kl            | 0.01859494 |
|    clip_fraction        | 0.209      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.79      |
|    explained_variance   | 0.861      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0301     |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.009     |
|    value_loss           | 0.122      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1430.726    |
| time/                   |             |
|    fps                  | 975         |
|    iterations           | 37          |
|    time_elapsed         | 4660        |
|    total_timesteps      | 4546560     |
| train/                  |             |
|    approx_kl            | 0.018604588 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.77       |
|    explained_variance   | 0.829       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0425      |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00965    |
|    value_loss           | 0.105       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 420         |
|    ep_rew_mean          | 1276.6661   |
| time/                   |             |
|    fps                  | 975         |
|    iterations           | 38          |
|    time_elapsed         | 4788        |
|    total_timesteps      | 4669440     |
| train/                  |             |
|    approx_kl            | 0.018741416 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.77       |
|    explained_variance   | 0.824       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0601      |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00931    |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 420         |
|    ep_rew_mean          | 1337.2645   |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 39          |
|    time_elapsed         | 4916        |
|    total_timesteps      | 4792320     |
| train/                  |             |
|    approx_kl            | 0.018713275 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.75       |
|    explained_variance   | 0.8         |
|    learning_rate        | 0.0002      |
|    loss                 | 0.092       |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00911    |
|    value_loss           | 0.117       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 430         |
|    ep_rew_mean          | 1378.7928   |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 40          |
|    time_elapsed         | 5046        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.019290844 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.73       |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0591      |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00985    |
|    value_loss           | 0.125       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 421         |
|    ep_rew_mean          | 1344.1085   |
| time/                   |             |
|    fps                  | 972         |
|    iterations           | 41          |
|    time_elapsed         | 5178        |
|    total_timesteps      | 5038080     |
| train/                  |             |
|    approx_kl            | 0.018745583 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.73       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0555      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00916    |
|    value_loss           | 0.112       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 434         |
|    ep_rew_mean          | 1378.1008   |
| time/                   |             |
|    fps                  | 972         |
|    iterations           | 42          |
|    time_elapsed         | 5307        |
|    total_timesteps      | 5160960     |
| train/                  |             |
|    approx_kl            | 0.018850047 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.71       |
|    explained_variance   | 0.802       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0374      |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00963    |
|    value_loss           | 0.101       |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 426       |
|    ep_rew_mean          | 1369.0111 |
| time/                   |           |
|    fps                  | 971       |
|    iterations           | 43        |
|    time_elapsed         | 5437      |
|    total_timesteps      | 5283840   |
| train/                  |           |
|    approx_kl            | 0.0191077 |
|    clip_fraction        | 0.214     |
|    clip_range           | 0.2       |
|    entropy_loss         | -3.69     |
|    explained_variance   | 0.845     |
|    learning_rate        | 0.0002    |
|    loss                 | 0.0303    |
|    n_updates            | 420       |
|    policy_gradient_loss | -0.00891  |
|    value_loss           | 0.0964    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 420        |
|    ep_rew_mean          | 1290.0018  |
| time/                   |            |
|    fps                  | 970        |
|    iterations           | 44         |
|    time_elapsed         | 5568       |
|    total_timesteps      | 5406720    |
| train/                  |            |
|    approx_kl            | 0.01965809 |
|    clip_fraction        | 0.221      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.67      |
|    explained_variance   | 0.848      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0476     |
|    n_updates            | 430        |
|    policy_gradient_loss | -0.00918   |
|    value_loss           | 0.123      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 409         |
|    ep_rew_mean          | 1344.6067   |
| time/                   |             |
|    fps                  | 970         |
|    iterations           | 45          |
|    time_elapsed         | 5699        |
|    total_timesteps      | 5529600     |
| train/                  |             |
|    approx_kl            | 0.019770918 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.65       |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.0002      |
|    loss                 | 0.0276      |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00916    |
|    value_loss           | 0.101       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 429        |
|    ep_rew_mean          | 1356.9982  |
| time/                   |            |
|    fps                  | 969        |
|    iterations           | 46         |
|    time_elapsed         | 5829       |
|    total_timesteps      | 5652480    |
| train/                  |            |
|    approx_kl            | 0.01955197 |
|    clip_fraction        | 0.22       |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.65      |
|    explained_variance   | 0.835      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.041      |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.00992   |
|    value_loss           | 0.112      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1450.1549   |
| time/                   |             |
|    fps                  | 969         |
|    iterations           | 47          |
|    time_elapsed         | 5959        |
|    total_timesteps      | 5775360     |
| train/                  |             |
|    approx_kl            | 0.020033948 |
|    clip_fraction        | 0.222       |
|    clip_range           | 0.2         |
