2024-02-15 16:06:58.076030
Logging to Training/Logs/TekusRewardOne-OneC
----------------------------------
| rollout/           |           |
|    clip_fraction        | 0.117      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.01      |
|    explained_variance   | 0.795      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.204      |
|    n_updates            | 3420       |
|    policy_gradient_loss | -0.00029   |
|    value_loss           | 0.1        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 1176.1451    |
| time/                   |              |
|    fps                  | 932          |
|    iterations           | 18           |
|    time_elapsed         | 2371         |
|    total_timesteps      | 2211840      |
| train/                  |              |
|    approx_kl            | 0.0149834985 |
|    clip_fraction        | 0.115        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.05        |
|    explained_variance   | 0.743        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00351      |
|    n_updates            | 3430         |
|    policy_gradient_loss | -0.000784    |
|    value_loss           | 0.122        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1123.6268   |
| time/                   |             |
|    fps                  | 930         |
|    iterations           | 19          |
|    time_elapsed         | 2508        |
|    total_timesteps      | 2334720     |
| train/                  |             |
|    approx_kl            | 0.014815694 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.11       |
|    explained_variance   | 0.776       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0172      |
|    n_updates            | 3440        |
|    policy_gradient_loss | -0.000849   |
|    value_loss           | 0.0947      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1222.4092   |
| time/                   |             |
|    fps                  | 929         |
|    iterations           | 20          |
|    time_elapsed         | 2645        |
|    total_timesteps      | 2457600     |
| train/                  |             |
|    approx_kl            | 0.013819334 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.1        |
|    explained_variance   | 0.767       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0017      |
|    n_updates            | 3450        |
|    policy_gradient_loss | -0.000768   |
|    value_loss           | 0.125       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1104.3547   |
| time/                   |             |
|    fps                  | 927         |
|    iterations           | 21          |
|    time_elapsed         | 2783        |
|    total_timesteps      | 2580480     |
| train/                  |             |
|    approx_kl            | 0.015622952 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.819       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00261    |
|    n_updates            | 3460        |
|    policy_gradient_loss | 7.81e-05    |
|    value_loss           | 0.121       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1211.1556   |
| time/                   |             |
|    fps                  | 925         |
|    iterations           | 22          |
|    time_elapsed         | 2920        |
|    total_timesteps      | 2703360     |
| train/                  |             |
|    approx_kl            | 0.014309164 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.12       |
|    explained_variance   | 0.887       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.072       |
|    n_updates            | 3470        |
|    policy_gradient_loss | -0.00164    |
|    value_loss           | 0.0702      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 1132.7336    |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 23           |
|    time_elapsed         | 3057         |
|    total_timesteps      | 2826240      |
| train/                  |              |
|    approx_kl            | 0.0127801895 |
|    clip_fraction        | 0.111        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.09        |
|    explained_variance   | 0.816        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0235       |
|    n_updates            | 3480         |
|    policy_gradient_loss | -0.000605    |
|    value_loss           | 0.104        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 1128.0916    |
| time/                   |              |
|    fps                  | 922          |
|    iterations           | 24           |
|    time_elapsed         | 3195         |
|    total_timesteps      | 2949120      |
| train/                  |              |
|    approx_kl            | 0.0144115975 |
|    clip_fraction        | 0.11         |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.14        |
|    explained_variance   | 0.791        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0228       |
|    n_updates            | 3490         |
|    policy_gradient_loss | -0.00122     |
|    value_loss           | 0.0817       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1146.2719  |
| time/                   |            |
|    fps                  | 922        |
|    iterations           | 25         |
|    time_elapsed         | 3331       |
|    total_timesteps      | 3072000    |
| train/                  |            |
|    approx_kl            | 0.01403865 |
|    clip_fraction        | 0.12       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.2       |
|    explained_variance   | 0.793      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0207     |
|    n_updates            | 3500       |
|    policy_gradient_loss | -0.00171   |
|    value_loss           | 0.0875     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1173.2416   |
| time/                   |             |
|    fps                  | 921         |
|    iterations           | 26          |
|    time_elapsed         | 3468        |
|    total_timesteps      | 3194880     |
| train/                  |             |
|    approx_kl            | 0.014365613 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.1        |
|    explained_variance   | 0.762       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0654      |
|    n_updates            | 3510        |
|    policy_gradient_loss | -0.00113    |
|    value_loss           | 0.0905      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1144.0142   |
| time/                   |             |
|    fps                  | 920         |
|    iterations           | 27          |
|    time_elapsed         | 3604        |
|    total_timesteps      | 3317760     |
| train/                  |             |
|    approx_kl            | 0.012005026 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.734       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0245      |
|    n_updates            | 3520        |
|    policy_gradient_loss | -0.000332   |
|    value_loss           | 0.133       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1149.3882   |
| time/                   |             |
|    fps                  | 919         |
|    iterations           | 28          |
|    time_elapsed         | 3740        |
|    total_timesteps      | 3440640     |
| train/                  |             |
|    approx_kl            | 0.011599672 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.1        |
|    explained_variance   | 0.758       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00596     |
|    n_updates            | 3530        |
|    policy_gradient_loss | -0.000569   |
|    value_loss           | 0.112       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1113.0437   |
| time/                   |             |
|    fps                  | 919         |
|    iterations           | 29          |
|    time_elapsed         | 3877        |
|    total_timesteps      | 3563520     |
| train/                  |             |
|    approx_kl            | 0.012696797 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.729       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.123       |
|    n_updates            | 3540        |
|    policy_gradient_loss | -0.000876   |
|    value_loss           | 0.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1174.2      |
| time/                   |             |
|    fps                  | 918         |
|    iterations           | 30          |
|    time_elapsed         | 4014        |
|    total_timesteps      | 3686400     |
| train/                  |             |
|    approx_kl            | 0.011697527 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.11       |
|    explained_variance   | 0.818       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0258      |
|    n_updates            | 3550        |
|    policy_gradient_loss | -0.0015     |
|    value_loss           | 0.0983      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | 1151.2485    |
| time/                   |              |
|    fps                  | 917          |
|    iterations           | 31           |
|    time_elapsed         | 4152         |
|    total_timesteps      | 3809280      |
| train/                  |              |
|    approx_kl            | 0.0135603985 |
|    clip_fraction        | 0.104        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.1         |
|    explained_variance   | 0.762        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0117       |
|    n_updates            | 3560         |
|    policy_gradient_loss | -0.000701    |
|    value_loss           | 0.121        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1078.7898   |
| time/                   |             |
|    fps                  | 916         |
|    iterations           | 32          |
|    time_elapsed         | 4289        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.013212321 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.796       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00491     |
|    n_updates            | 3570        |
|    policy_gradient_loss | -0.00132    |
|    value_loss           | 0.131       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1105.7115   |
| time/                   |             |
|    fps                  | 915         |
|    iterations           | 33          |
|    time_elapsed         | 4430        |
|    total_timesteps      | 4055040     |
| train/                  |             |
|    approx_kl            | 0.011735811 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.805       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0473      |
|    n_updates            | 3580        |
|    policy_gradient_loss | -0.000714   |
|    value_loss           | 0.101       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1161.5305   |
| time/                   |             |
|    fps                  | 914         |
|    iterations           | 34          |
|    time_elapsed         | 4568        |
|    total_timesteps      | 4177920     |
| train/                  |             |
|    approx_kl            | 0.010853494 |
|    clip_fraction        | 0.0995      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.11       |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0383      |
|    n_updates            | 3590        |
|    policy_gradient_loss | -0.000461   |
|    value_loss           | 0.118       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1036.7733   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 35          |
|    time_elapsed         | 4706        |
|    total_timesteps      | 4300800     |
| train/                  |             |
|    approx_kl            | 0.015570526 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.793       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0144     |
|    n_updates            | 3600        |
|    policy_gradient_loss | -0.000668   |
|    value_loss           | 0.0887      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1020.1114   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 36          |
|    time_elapsed         | 4840        |
|    total_timesteps      | 4423680     |
| train/                  |             |
|    approx_kl            | 0.040036127 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.05       |
|    explained_variance   | 0.742       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0539      |
|    n_updates            | 3610        |
|    policy_gradient_loss | -0.00182    |
|    value_loss           | 0.119       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1055.7937   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 37          |
|    time_elapsed         | 4975        |
|    total_timesteps      | 4546560     |
| train/                  |             |
|    approx_kl            | 0.018413536 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.07       |
|    explained_variance   | 0.776       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0392      |
|    n_updates            | 3620        |
|    policy_gradient_loss | -0.00101    |
|    value_loss           | 0.0872      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1066.9675   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 38          |
|    time_elapsed         | 5108        |
|    total_timesteps      | 4669440     |
| train/                  |             |
|    approx_kl            | 0.019702462 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.04       |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0548      |
|    n_updates            | 3630        |
|    policy_gradient_loss | -0.00097    |
|    value_loss           | 0.112       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 444         |
|    ep_rew_mean          | 1079.7208   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 39          |
|    time_elapsed         | 5244        |
|    total_timesteps      | 4792320     |
| train/                  |             |
|    approx_kl            | 0.019572694 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.774       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.111       |
|    n_updates            | 3640        |
|    policy_gradient_loss | -0.000805   |
|    value_loss           | 0.0882      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1117.9086   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 40          |
|    time_elapsed         | 5379        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.018629054 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.12       |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0323      |
|    n_updates            | 3650        |
|    policy_gradient_loss | -0.0008     |
|    value_loss           | 0.111       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1097.808    |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 41          |
|    time_elapsed         | 5515        |
|    total_timesteps      | 5038080     |
| train/                  |             |
|    approx_kl            | 0.023192009 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.786       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0139      |
|    n_updates            | 3660        |
|    policy_gradient_loss | -0.00162    |
|    value_loss           | 0.0946      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 446         |
|    ep_rew_mean          | 1058.4153   |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 42          |
|    time_elapsed         | 5650        |
|    total_timesteps      | 5160960     |
| train/                  |             |
|    approx_kl            | 0.016819363 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.705       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.104       |
|    n_updates            | 3670        |
|    policy_gradient_loss | -0.000792   |
|    value_loss           | 0.101       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1140.934    |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 43          |
|    time_elapsed         | 5782        |
|    total_timesteps      | 5283840     |
| train/                  |             |
|    approx_kl            | 0.022202408 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.1        |
|    explained_variance   | 0.713       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0366      |
|    n_updates            | 3680        |
|    policy_gradient_loss | -0.00156    |
|    value_loss           | 0.109       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1087.9336   |
| time/                   |             |
|    fps                  | 911         |
|    iterations           | 44          |
|    time_elapsed         | 5934        |
|    total_timesteps      | 5406720     |
| train/                  |             |
|    approx_kl            | 0.021015465 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.07       |
|    explained_variance   | 0.683       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.135       |
|    n_updates            | 3690        |
|    policy_gradient_loss | -0.00136    |
|    value_loss           | 0.102       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1100.8826   |
| time/                   |             |
|    fps                  | 910         |
|    iterations           | 45          |
|    time_elapsed         | 6071        |
|    total_timesteps      | 5529600     |
| train/                  |             |
|    approx_kl            | 0.013793469 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.17       |
|    explained_variance   | 0.681       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0202      |
|    n_updates            | 3700        |
|    policy_gradient_loss | -0.000978   |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1132.5125   |
| time/                   |             |
|    fps                  | 910         |
|    iterations           | 46          |
|    time_elapsed         | 6206        |
|    total_timesteps      | 5652480     |
| train/                  |             |
|    approx_kl            | 0.011831462 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.23       |
|    explained_variance   | 0.727       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0578      |
|    n_updates            | 3710        |
|    policy_gradient_loss | -0.000701   |
|    value_loss           | 0.104       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1118.0588   |
| time/                   |             |
|    fps                  | 910         |
|    iterations           | 47          |
|    time_elapsed         | 6341        |
