2024-02-15 16:02:10.478204
Logging to Training/Logs/TekusLR0005
Using cpu device
----------------------------------
| rollout/           |           |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.654       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0302      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00839    |
|    value_loss           | 0.12        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1029.7843  |
| time/                   |            |
|    fps                  | 1014       |
|    iterations           | 14         |
|    time_elapsed         | 1695       |
|    total_timesteps      | 1720320    |
| train/                  |            |
|    approx_kl            | 0.02049157 |
|    clip_fraction        | 0.22       |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.12      |
|    explained_variance   | 0.655      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.0333     |
|    n_updates            | 130        |
|    policy_gradient_loss | -0.00839   |
|    value_loss           | 0.126      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1089.936   |
| time/                   |            |
|    fps                  | 1010       |
|    iterations           | 15         |
|    time_elapsed         | 1824       |
|    total_timesteps      | 1843200    |
| train/                  |            |
|    approx_kl            | 0.02003978 |
|    clip_fraction        | 0.218      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.11      |
|    explained_variance   | 0.728      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.0382     |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.0077    |
|    value_loss           | 0.119      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1068.9453   |
| time/                   |             |
|    fps                  | 1007        |
|    iterations           | 16          |
|    time_elapsed         | 1951        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.021522777 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0378      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00813    |
|    value_loss           | 0.123       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 1148.1976   |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 17          |
|    time_elapsed         | 2077        |
|    total_timesteps      | 2088960     |
| train/                  |             |
|    approx_kl            | 0.021084929 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.737       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0442      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00795    |
|    value_loss           | 0.118       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 440         |
|    ep_rew_mean          | 1111.1777   |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 18          |
|    time_elapsed         | 2205        |
|    total_timesteps      | 2211840     |
| train/                  |             |
|    approx_kl            | 0.021546153 |
|    clip_fraction        | 0.226       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.699       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0163      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00732    |
|    value_loss           | 0.125       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 1150.7299   |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 19          |
|    time_elapsed         | 2333        |
|    total_timesteps      | 2334720     |
| train/                  |             |
|    approx_kl            | 0.021782864 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.719       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.036       |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00713    |
|    value_loss           | 0.122       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 437        |
|    ep_rew_mean          | 1162.8274  |
| time/                   |            |
|    fps                  | 998        |
|    iterations           | 20         |
|    time_elapsed         | 2460       |
|    total_timesteps      | 2457600    |
| train/                  |            |
|    approx_kl            | 0.02182466 |
|    clip_fraction        | 0.23       |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.691      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.0843     |
|    n_updates            | 190        |
|    policy_gradient_loss | -0.00738   |
|    value_loss           | 0.123      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 436         |
|    ep_rew_mean          | 1127.4946   |
| time/                   |             |
|    fps                  | 996         |
|    iterations           | 21          |
|    time_elapsed         | 2589        |
|    total_timesteps      | 2580480     |
| train/                  |             |
|    approx_kl            | 0.022585552 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.767       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0486      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00765    |
|    value_loss           | 0.108       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1180.9811  |
| time/                   |            |
|    fps                  | 994        |
|    iterations           | 22         |
|    time_elapsed         | 2719       |
|    total_timesteps      | 2703360    |
| train/                  |            |
|    approx_kl            | 0.02320818 |
|    clip_fraction        | 0.239      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.02      |
|    explained_variance   | 0.773      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.0379     |
|    n_updates            | 210        |
|    policy_gradient_loss | -0.00703   |
|    value_loss           | 0.112      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 1145.8665   |
| time/                   |             |
|    fps                  | 992         |
|    iterations           | 23          |
|    time_elapsed         | 2848        |
|    total_timesteps      | 2826240     |
| train/                  |             |
|    approx_kl            | 0.023294985 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.779       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0518      |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00664    |
|    value_loss           | 0.103       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 446        |
|    ep_rew_mean          | 1220.1852  |
| time/                   |            |
|    fps                  | 990        |
|    iterations           | 24         |
|    time_elapsed         | 2977       |
|    total_timesteps      | 2949120    |
| train/                  |            |
|    approx_kl            | 0.02375559 |
|    clip_fraction        | 0.239      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4         |
|    explained_variance   | 0.788      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.019      |
|    n_updates            | 230        |
|    policy_gradient_loss | -0.00613   |
|    value_loss           | 0.112      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1234.7461   |
| time/                   |             |
|    fps                  | 989         |
|    iterations           | 25          |
|    time_elapsed         | 3105        |
|    total_timesteps      | 3072000     |
| train/                  |             |
|    approx_kl            | 0.023392403 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.762       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0127      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00645    |
|    value_loss           | 0.0919      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 448         |
|    ep_rew_mean          | 1252.1792   |
| time/                   |             |
|    fps                  | 988         |
|    iterations           | 26          |
|    time_elapsed         | 3232        |
|    total_timesteps      | 3194880     |
| train/                  |             |
|    approx_kl            | 0.024430849 |
|    clip_fraction        | 0.247       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.813       |
|    learning_rate        | 0.0005      |
|    loss                 | -0.015      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00649    |
|    value_loss           | 0.104       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 1286.4281   |
| time/                   |             |
|    fps                  | 987         |
|    iterations           | 27          |
|    time_elapsed         | 3360        |
|    total_timesteps      | 3317760     |
| train/                  |             |
|    approx_kl            | 0.024735892 |
|    clip_fraction        | 0.246       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.022       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00612    |
|    value_loss           | 0.102       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 442         |
|    ep_rew_mean          | 1277.5741   |
| time/                   |             |
|    fps                  | 985         |
|    iterations           | 28          |
|    time_elapsed         | 3490        |
|    total_timesteps      | 3440640     |
| train/                  |             |
|    approx_kl            | 0.025526643 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.813       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.115       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00666    |
|    value_loss           | 0.102       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 1274.1329   |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 29          |
|    time_elapsed         | 3619        |
|    total_timesteps      | 3563520     |
| train/                  |             |
|    approx_kl            | 0.025322644 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.805       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0717      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00639    |
|    value_loss           | 0.114       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 445         |
|    ep_rew_mean          | 1318.9446   |
| time/                   |             |
|    fps                  | 983         |
|    iterations           | 30          |
|    time_elapsed         | 3749        |
|    total_timesteps      | 3686400     |
| train/                  |             |
|    approx_kl            | 0.025821637 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.822       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0603      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00583    |
|    value_loss           | 0.111       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 441        |
|    ep_rew_mean          | 1315.2789  |
| time/                   |            |
|    fps                  | 982        |
|    iterations           | 31         |
|    time_elapsed         | 3879       |
|    total_timesteps      | 3809280    |
| train/                  |            |
|    approx_kl            | 0.02562383 |
|    clip_fraction        | 0.256      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.91      |
|    explained_variance   | 0.793      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.0151     |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.00601   |
|    value_loss           | 0.107      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 444         |
|    ep_rew_mean          | 1328.3291   |
| time/                   |             |
|    fps                  | 980         |
|    iterations           | 32          |
|    time_elapsed         | 4009        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.026529225 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.9        |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0186      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00619    |
|    value_loss           | 0.101       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 437         |
|    ep_rew_mean          | 1307.3739   |
| time/                   |             |
|    fps                  | 979         |
|    iterations           | 33          |
|    time_elapsed         | 4138        |
|    total_timesteps      | 4055040     |
| train/                  |             |
|    approx_kl            | 0.026425568 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.89       |
|    explained_variance   | 0.828       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0556      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00585    |
|    value_loss           | 0.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1338.7004   |
| time/                   |             |
|    fps                  | 978         |
|    iterations           | 34          |
|    time_elapsed         | 4268        |
|    total_timesteps      | 4177920     |
| train/                  |             |
|    approx_kl            | 0.025917739 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.88       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0314      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00582    |
|    value_loss           | 0.107       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 1323.1722   |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 35          |
|    time_elapsed         | 4398        |
|    total_timesteps      | 4300800     |
| train/                  |             |
|    approx_kl            | 0.026512075 |
|    clip_fraction        | 0.255       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.88       |
|    explained_variance   | 0.794       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0929      |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00505    |
|    value_loss           | 0.117       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 417         |
|    ep_rew_mean          | 1243.6309   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 36          |
|    time_elapsed         | 4528        |
|    total_timesteps      | 4423680     |
| train/                  |             |
|    approx_kl            | 0.027412653 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.87       |
|    explained_variance   | 0.806       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.00765     |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00557    |
|    value_loss           | 0.121       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 436         |
|    ep_rew_mean          | 1283.5492   |
| time/                   |             |
|    fps                  | 970         |
|    iterations           | 37          |
|    time_elapsed         | 4685        |
|    total_timesteps      | 4546560     |
| train/                  |             |
|    approx_kl            | 0.027462633 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.85       |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0481      |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00546    |
|    value_loss           | 0.103       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 430         |
|    ep_rew_mean          | 1304.8009   |
| time/                   |             |
|    fps                  | 969         |
|    iterations           | 38          |
|    time_elapsed         | 4814        |
|    total_timesteps      | 4669440     |
| train/                  |             |
|    approx_kl            | 0.028558489 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.85       |
|    explained_variance   | 0.82        |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0644      |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00546    |
|    value_loss           | 0.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | 1316.9556   |
| time/                   |             |
|    fps                  | 969         |
|    iterations           | 39          |
|    time_elapsed         | 4943        |
|    total_timesteps      | 4792320     |
| train/                  |             |
|    approx_kl            | 0.028252399 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.83       |
|    explained_variance   | 0.816       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0492      |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00508    |
|    value_loss           | 0.117       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 1304.4833   |
| time/                   |             |
|    fps                  | 968         |
|    iterations           | 40          |
|    time_elapsed         | 5073        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.028369838 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.83       |
|    explained_variance   | 0.808       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0608      |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0052     |
|    value_loss           | 0.131       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 1328.7781   |
| time/                   |             |
|    fps                  | 968         |
|    iterations           | 41          |
|    time_elapsed         | 5202        |
|    total_timesteps      | 5038080     |
| train/                  |             |
|    approx_kl            | 0.027833868 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.81       |
|    explained_variance   | 0.831       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0337      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00488    |
|    value_loss           | 0.118       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 437         |
|    ep_rew_mean          | 1331.2766   |
| time/                   |             |
|    fps                  | 968         |
|    iterations           | 42          |
|    time_elapsed         | 5330        |
|    total_timesteps      | 5160960     |
| train/                  |             |
|    approx_kl            | 0.028812313 |
|    clip_fraction        | 0.265       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.82       |
|    explained_variance   | 0.792       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.00429     |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00557    |
|    value_loss           | 0.112       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 431         |
|    ep_rew_mean          | 1344.5194   |
| time/                   |             |
|    fps                  | 967         |
|    iterations           | 43          |
|    time_elapsed         | 5461        |
|    total_timesteps      | 5283840     |
| train/                  |             |
|    approx_kl            | 0.028842999 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.81       |
|    explained_variance   | 0.844       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0317      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.005      |
|    value_loss           | 0.119       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 427        |
|    ep_rew_mean          | 1323.9575  |
| time/                   |            |
|    fps                  | 967        |
|    iterations           | 44         |
|    time_elapsed         | 5590       |
|    total_timesteps      | 5406720    |
| train/                  |            |
|    approx_kl            | 0.02877211 |
|    clip_fraction        | 0.268      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.8       |
|    explained_variance   | 0.823      |
|    learning_rate        | 0.0005     |
|    loss                 | 0.00882    |
|    n_updates            | 430        |
|    policy_gradient_loss | -0.00502   |
|    value_loss           | 0.112      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 442         |
|    ep_rew_mean          | 1391.9962   |
| time/                   |             |
|    fps                  | 966         |
|    iterations           | 45          |
|    time_elapsed         | 5720        |
|    total_timesteps      | 5529600     |
| train/                  |             |
|    approx_kl            | 0.029118069 |
|    clip_fraction        | 0.265       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.8        |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.00445     |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0047     |
|    value_loss           | 0.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 443         |
|    ep_rew_mean          | 1380.9095   |
| time/                   |             |
|    fps                  | 966         |
|    iterations           | 46          |
|    time_elapsed         | 5850        |
|    total_timesteps      | 5652480     |
| train/                  |             |
|    approx_kl            | 0.030050395 |
|    clip_fraction        | 0.269       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.8        |
|    explained_variance   | 0.773       |
|    learning_rate        | 0.0005      |
|    loss                 | 0.0137      |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.00527    |
|    value_loss           | 0.124       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 441         |
|    ep_rew_mean          | 1381.0724   |
| time/                   |             |
|    fps                  | 965         |
|    iterations           | 47          |
|    time_elapsed         | 5979        |
|    total_timesteps      | 5775360     |
| train/                  |             |
|    approx_kl            | 0.029460879 |
|    clip_fraction        | 0.271       |
