2024-03-03 12:08:10.339758
Logging to Training/Logs/TekusReward1-1C-FINAL
----------------------------------
| rollout/           |           |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.57      |
|    explained_variance   | 0.819      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.00972   |
|    n_updates            | 1280       |
|    policy_gradient_loss | -0.00565   |
|    value_loss           | 0.106      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 434        |
|    ep_rew_mean          | 1472.2244  |
| time/                   |            |
|    fps                  | 738        |
|    iterations           | 19         |
|    time_elapsed         | 3160       |
|    total_timesteps      | 2334720    |
| train/                  |            |
|    approx_kl            | 0.17202717 |
|    clip_fraction        | 0.465      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.52      |
|    explained_variance   | 0.801      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.117      |
|    n_updates            | 1290       |
|    policy_gradient_loss | -0.0058    |
|    value_loss           | 0.113      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 435        |
|    ep_rew_mean          | 1477.4283  |
| time/                   |            |
|    fps                  | 736        |
|    iterations           | 20         |
|    time_elapsed         | 3335       |
|    total_timesteps      | 2457600    |
| train/                  |            |
|    approx_kl            | 0.17680779 |
|    clip_fraction        | 0.468      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.46      |
|    explained_variance   | 0.806      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.00619   |
|    n_updates            | 1300       |
|    policy_gradient_loss | -0.00575   |
|    value_loss           | 0.106      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1511.64    |
| time/                   |            |
|    fps                  | 735        |
|    iterations           | 21         |
|    time_elapsed         | 3509       |
|    total_timesteps      | 2580480    |
| train/                  |            |
|    approx_kl            | 0.16756344 |
|    clip_fraction        | 0.466      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.45      |
|    explained_variance   | 0.808      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00666    |
|    n_updates            | 1310       |
|    policy_gradient_loss | -0.00568   |
|    value_loss           | 0.108      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 439        |
|    ep_rew_mean          | 1481.9366  |
| time/                   |            |
|    fps                  | 733        |
|    iterations           | 22         |
|    time_elapsed         | 3685       |
|    total_timesteps      | 2703360    |
| train/                  |            |
|    approx_kl            | 0.17888393 |
|    clip_fraction        | 0.465      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.36      |
|    explained_variance   | 0.795      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.00756   |
|    n_updates            | 1320       |
|    policy_gradient_loss | -0.00427   |
|    value_loss           | 0.115      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 431        |
|    ep_rew_mean          | 1431.5804  |
| time/                   |            |
|    fps                  | 732        |
|    iterations           | 23         |
|    time_elapsed         | 3858       |
|    total_timesteps      | 2826240    |
| train/                  |            |
|    approx_kl            | 0.17626622 |
|    clip_fraction        | 0.464      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.44      |
|    explained_variance   | 0.805      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0221    |
|    n_updates            | 1330       |
|    policy_gradient_loss | -0.00408   |
|    value_loss           | 0.112      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 422        |
|    ep_rew_mean          | 1423.8434  |
| time/                   |            |
|    fps                  | 731        |
|    iterations           | 24         |
|    time_elapsed         | 4032       |
|    total_timesteps      | 2949120    |
| train/                  |            |
|    approx_kl            | 0.17239694 |
|    clip_fraction        | 0.464      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.43      |
|    explained_variance   | 0.797      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0469     |
|    n_updates            | 1340       |
|    policy_gradient_loss | -0.00523   |
|    value_loss           | 0.119      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 449        |
|    ep_rew_mean          | 1491.4264  |
| time/                   |            |
|    fps                  | 730        |
|    iterations           | 25         |
|    time_elapsed         | 4207       |
|    total_timesteps      | 3072000    |
| train/                  |            |
|    approx_kl            | 0.16441956 |
|    clip_fraction        | 0.459      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.42      |
|    explained_variance   | 0.803      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0274     |
|    n_updates            | 1350       |
|    policy_gradient_loss | -0.00506   |
|    value_loss           | 0.108      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 434        |
|    ep_rew_mean          | 1461.6273  |
| time/                   |            |
|    fps                  | 728        |
|    iterations           | 26         |
|    time_elapsed         | 4383       |
|    total_timesteps      | 3194880    |
| train/                  |            |
|    approx_kl            | 0.17277305 |
|    clip_fraction        | 0.464      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.41      |
|    explained_variance   | 0.799      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0318    |
|    n_updates            | 1360       |
|    policy_gradient_loss | -0.00505   |
|    value_loss           | 0.104      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 441        |
|    ep_rew_mean          | 1465.342   |
| time/                   |            |
|    fps                  | 727        |
|    iterations           | 27         |
|    time_elapsed         | 4557       |
|    total_timesteps      | 3317760    |
| train/                  |            |
|    approx_kl            | 0.16589323 |
|    clip_fraction        | 0.462      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.47      |
|    explained_variance   | 0.813      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00134    |
|    n_updates            | 1370       |
|    policy_gradient_loss | -0.00561   |
|    value_loss           | 0.109      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 416       |
|    ep_rew_mean          | 1415.1328 |
| time/                   |           |
|    fps                  | 726       |
|    iterations           | 28        |
|    time_elapsed         | 4732      |
|    total_timesteps      | 3440640   |
| train/                  |           |
|    approx_kl            | 0.1786651 |
|    clip_fraction        | 0.463     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.41     |
|    explained_variance   | 0.813     |
|    learning_rate        | 0.0002    |
|    loss                 | 0.000989  |
|    n_updates            | 1380      |
|    policy_gradient_loss | -0.00527  |
|    value_loss           | 0.108     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 418       |
|    ep_rew_mean          | 1463.4017 |
| time/                   |           |
|    fps                  | 726       |
|    iterations           | 29        |
|    time_elapsed         | 4907      |
|    total_timesteps      | 3563520   |
| train/                  |           |
|    approx_kl            | 0.1657152 |
|    clip_fraction        | 0.46      |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.45     |
|    explained_variance   | 0.809     |
|    learning_rate        | 0.0002    |
|    loss                 | -0.0199   |
|    n_updates            | 1390      |
|    policy_gradient_loss | -0.00585  |
|    value_loss           | 0.114     |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 446        |
|    ep_rew_mean          | 1514.3368  |
| time/                   |            |
|    fps                  | 725        |
|    iterations           | 30         |
|    time_elapsed         | 5084       |
|    total_timesteps      | 3686400    |
| train/                  |            |
|    approx_kl            | 0.16368555 |
|    clip_fraction        | 0.459      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.47      |
|    explained_variance   | 0.792      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0293    |
|    n_updates            | 1400       |
|    policy_gradient_loss | -0.00645   |
|    value_loss           | 0.107      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 421        |
|    ep_rew_mean          | 1447.3374  |
| time/                   |            |
|    fps                  | 724        |
|    iterations           | 31         |
|    time_elapsed         | 5259       |
|    total_timesteps      | 3809280    |
| train/                  |            |
|    approx_kl            | 0.17146832 |
|    clip_fraction        | 0.461      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.36      |
|    explained_variance   | 0.799      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.03       |
|    n_updates            | 1410       |
|    policy_gradient_loss | -0.00452   |
|    value_loss           | 0.108      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 442        |
|    ep_rew_mean          | 1492.5209  |
| time/                   |            |
|    fps                  | 723        |
|    iterations           | 32         |
|    time_elapsed         | 5436       |
|    total_timesteps      | 3932160    |
| train/                  |            |
|    approx_kl            | 0.17026302 |
|    clip_fraction        | 0.455      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.36      |
|    explained_variance   | 0.793      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0338     |
|    n_updates            | 1420       |
|    policy_gradient_loss | -0.00503   |
|    value_loss           | 0.113      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 412        |
|    ep_rew_mean          | 1413.6346  |
| time/                   |            |
|    fps                  | 722        |
|    iterations           | 33         |
|    time_elapsed         | 5613       |
|    total_timesteps      | 4055040    |
| train/                  |            |
|    approx_kl            | 0.17009275 |
|    clip_fraction        | 0.456      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.35      |
|    explained_variance   | 0.796      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0335    |
|    n_updates            | 1430       |
|    policy_gradient_loss | -0.00604   |
|    value_loss           | 0.114      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 440        |
|    ep_rew_mean          | 1520.9551  |
| time/                   |            |
|    fps                  | 721        |
|    iterations           | 34         |
|    time_elapsed         | 5794       |
|    total_timesteps      | 4177920    |
| train/                  |            |
|    approx_kl            | 0.17181271 |
|    clip_fraction        | 0.457      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | 0.801      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0332     |
|    n_updates            | 1440       |
|    policy_gradient_loss | -0.00522   |
|    value_loss           | 0.12       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 432        |
|    ep_rew_mean          | 1460.009   |
| time/                   |            |
|    fps                  | 720        |
|    iterations           | 35         |
|    time_elapsed         | 5971       |
|    total_timesteps      | 4300800    |
| train/                  |            |
|    approx_kl            | 0.17560336 |
|    clip_fraction        | 0.454      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.31      |
|    explained_variance   | 0.811      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0128     |
|    n_updates            | 1450       |
|    policy_gradient_loss | -0.00504   |
|    value_loss           | 0.111      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 423       |
|    ep_rew_mean          | 1483.0469 |
| time/                   |           |
|    fps                  | 719       |
|    iterations           | 36        |
|    time_elapsed         | 6145      |
|    total_timesteps      | 4423680   |
| train/                  |           |
|    approx_kl            | 0.1676365 |
|    clip_fraction        | 0.455     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.33     |
|    explained_variance   | 0.789     |
|    learning_rate        | 0.0002    |
|    loss                 | 0.0625    |
|    n_updates            | 1460      |
|    policy_gradient_loss | -0.00462  |
|    value_loss           | 0.114     |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 394        |
|    ep_rew_mean          | 1326.1781  |
| time/                   |            |
|    fps                  | 717        |
|    iterations           | 37         |
|    time_elapsed         | 6337       |
|    total_timesteps      | 4546560    |
| train/                  |            |
|    approx_kl            | 0.16512138 |
|    clip_fraction        | 0.456      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | 0.776      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00808    |
|    n_updates            | 1470       |
|    policy_gradient_loss | -0.00469   |
|    value_loss           | 0.121      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 425        |
|    ep_rew_mean          | 1429.5348  |
| time/                   |            |
|    fps                  | 716        |
|    iterations           | 38         |
|    time_elapsed         | 6521       |
|    total_timesteps      | 4669440    |
| train/                  |            |
|    approx_kl            | 0.16402802 |
|    clip_fraction        | 0.455      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | 0.78       |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0244    |
|    n_updates            | 1480       |
|    policy_gradient_loss | -0.00545   |
|    value_loss           | 0.122      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 1564.4879  |
| time/                   |            |
|    fps                  | 715        |
|    iterations           | 39         |
|    time_elapsed         | 6695       |
|    total_timesteps      | 4792320    |
| train/                  |            |
|    approx_kl            | 0.17167515 |
|    clip_fraction        | 0.457      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | 0.779      |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0216    |
|    n_updates            | 1490       |
|    policy_gradient_loss | -0.00496   |
|    value_loss           | 0.121      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 407       |
|    ep_rew_mean          | 1398.8104 |
| time/                   |           |
|    fps                  | 714       |
|    iterations           | 40        |
|    time_elapsed         | 6882      |
|    total_timesteps      | 4915200   |
| train/                  |           |
|    approx_kl            | 0.1658884 |
|    clip_fraction        | 0.452     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.31     |
|    explained_variance   | 0.786     |
|    learning_rate        | 0.0002    |
|    loss                 | 0.121     |
|    n_updates            | 1500      |
|    policy_gradient_loss | -0.00471  |
|    value_loss           | 0.12      |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 1553.6277  |
| time/                   |            |
|    fps                  | 713        |
|    iterations           | 41         |
|    time_elapsed         | 7059       |
|    total_timesteps      | 5038080    |
| train/                  |            |
|    approx_kl            | 0.18205799 |
|    clip_fraction        | 0.454      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.3       |
|    explained_variance   | 0.774      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.0105     |
|    n_updates            | 1510       |
|    policy_gradient_loss | -0.00522   |
|    value_loss           | 0.128      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 381        |
|    ep_rew_mean          | 1316.992   |
| time/                   |            |
|    fps                  | 712        |
|    iterations           | 42         |
|    time_elapsed         | 7240       |
|    total_timesteps      | 5160960    |
| train/                  |            |
|    approx_kl            | 0.17273031 |
|    clip_fraction        | 0.452      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.26      |
|    explained_variance   | 0.771      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.00591    |
|    n_updates            | 1520       |
|    policy_gradient_loss | -0.00399   |
|    value_loss           | 0.121      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 402        |
|    ep_rew_mean          | 1386.1237  |
| time/                   |            |
|    fps                  | 711        |
|    iterations           | 43         |
|    time_elapsed         | 7421       |
|    total_timesteps      | 5283840    |
| train/                  |            |
|    approx_kl            | 0.17138456 |
|    clip_fraction        | 0.451      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.27      |
|    explained_variance   | 0.766      |
|    learning_rate        | 0.0002     |
|    loss                 | 0.05       |
|    n_updates            | 1530       |
|    policy_gradient_loss | -0.0057    |
|    value_loss           | 0.13       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 423        |
|    ep_rew_mean          | 1476.5972  |
| time/                   |            |
|    fps                  | 711        |
|    iterations           | 44         |
|    time_elapsed         | 7600       |
|    total_timesteps      | 5406720    |
| train/                  |            |
|    approx_kl            | 0.17056005 |
|    clip_fraction        | 0.451      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.27      |
|    explained_variance   | 0.77       |
|    learning_rate        | 0.0002     |
|    loss                 | -0.0227    |
|    n_updates            | 1540       |
|    policy_gradient_loss | -0.00477   |
|    value_loss           | 0.126      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 393       |
|    ep_rew_mean          | 1370.2231 |
| time/                   |           |
|    fps                  | 710       |
|    iterations           | 45        |
|    time_elapsed         | 7780      |
|    total_timesteps      | 5529600   |
| train/                  |           |
|    approx_kl            | 0.1719793 |
|    clip_fraction        | 0.451     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.29     |
|    explained_variance   | 0.744     |
|    learning_rate        | 0.0002    |
|    loss                 | -0.0148   |
|    n_updates            | 1550      |
|    policy_gradient_loss | -0.00424  |
|    value_loss           | 0.131     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 373       |
|    ep_rew_mean          | 1302.1266 |
| time/                   |           |
|    fps                  | 710       |
|    iterations           | 46        |
|    time_elapsed         | 7957      |
|    total_timesteps      | 5652480   |
| train/                  |           |
|    approx_kl            | 0.1687179 |
|    clip_fraction        | 0.449     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.28     |
|    explained_variance   | 0.793     |
|    learning_rate        | 0.0002    |
|    loss                 | -0.0462   |
|    n_updates            | 1560      |
|    policy_gradient_loss | -0.00487  |
|    value_loss           | 0.12      |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 383        |
|    ep_rew_mean          | 1306.3788  |
| time/                   |            |
|    fps                  | 710        |
|    iterations           | 47         |
|    time_elapsed         | 8132       |
|    total_timesteps      | 5775360    |
| train/                  |            |
|    approx_kl            | 0.16956563 |
|    clip_fraction        | 0.451      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.26      |
