2024-02-12 18:22:23.450695
Logging to Training/Logs/TekusRewardOne-OneA
Using cpu device
----------------------------------
| rollout/           |           |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0159      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0114     |
|    value_loss           | 0.0922      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 109.52198   |
| time/                   |             |
|    fps                  | 1062        |
|    iterations           | 7           |
|    time_elapsed         | 809         |
|    total_timesteps      | 860160      |
| train/                  |             |
|    approx_kl            | 0.012899051 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.21       |
|    explained_variance   | 0.634       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0211      |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0113     |
|    value_loss           | 0.089       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 125.1574    |
| time/                   |             |
|    fps                  | 1052        |
|    iterations           | 8           |
|    time_elapsed         | 934         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.013839943 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.19       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0386      |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0117     |
|    value_loss           | 0.086       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 444         |
|    ep_rew_mean          | 118.871185  |
| time/                   |             |
|    fps                  | 1041        |
|    iterations           | 9           |
|    time_elapsed         | 1061        |
|    total_timesteps      | 1105920     |
| train/                  |             |
|    approx_kl            | 0.014067819 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.673       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0191      |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0112     |
|    value_loss           | 0.0867      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 129.71475  |
| time/                   |            |
|    fps                  | 1028       |
|    iterations           | 10         |
|    time_elapsed         | 1194       |
|    total_timesteps      | 1228800    |
| train/                  |            |
|    approx_kl            | 0.01504385 |
|    clip_fraction        | 0.178      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.16      |
|    explained_variance   | 0.687      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00547    |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.0115    |
|    value_loss           | 0.0863     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 154.27835   |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 11          |
|    time_elapsed         | 1319        |
|    total_timesteps      | 1351680     |
| train/                  |             |
|    approx_kl            | 0.015561352 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.701       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0111      |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0113     |
|    value_loss           | 0.0864      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 184.61801   |
| time/                   |             |
|    fps                  | 1006        |
|    iterations           | 12          |
|    time_elapsed         | 1465        |
|    total_timesteps      | 1474560     |
| train/                  |             |
|    approx_kl            | 0.015979547 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.695       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0177      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0114     |
|    value_loss           | 0.0858      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 186.44225   |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 13          |
|    time_elapsed         | 1589        |
|    total_timesteps      | 1597440     |
| train/                  |             |
|    approx_kl            | 0.016082944 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.721       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.032       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0114     |
|    value_loss           | 0.0788      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 223.26689   |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 14          |
|    time_elapsed         | 1714        |
|    total_timesteps      | 1720320     |
| train/                  |             |
|    approx_kl            | 0.016807377 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.727       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00551     |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0113     |
|    value_loss           | 0.0795      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 239.3049   |
| time/                   |            |
|    fps                  | 1001       |
|    iterations           | 15         |
|    time_elapsed         | 1839       |
|    total_timesteps      | 1843200    |
| train/                  |            |
|    approx_kl            | 0.01662023 |
|    clip_fraction        | 0.201      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.724      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0545     |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.0108    |
|    value_loss           | 0.0743     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 237.22205   |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 16          |
|    time_elapsed         | 1965        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.016988957 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.736       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0144      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0104     |
|    value_loss           | 0.0732      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 443         |
|    ep_rew_mean          | 252.06355   |
| time/                   |             |
|    fps                  | 999         |
|    iterations           | 17          |
|    time_elapsed         | 2090        |
|    total_timesteps      | 2088960     |
| train/                  |             |
|    approx_kl            | 0.017147206 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.753       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0226     |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0101     |
|    value_loss           | 0.0708      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 255.16245   |
| time/                   |             |
|    fps                  | 985         |
|    iterations           | 18          |
|    time_elapsed         | 2244        |
|    total_timesteps      | 2211840     |
| train/                  |             |
|    approx_kl            | 0.017600035 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.758       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0115      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00995    |
|    value_loss           | 0.0725      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 282.0917    |
| time/                   |             |
|    fps                  | 982         |
|    iterations           | 19          |
|    time_elapsed         | 2376        |
|    total_timesteps      | 2334720     |
| train/                  |             |
|    approx_kl            | 0.017901573 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.758       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00582     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0103     |
|    value_loss           | 0.073       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 278.9114    |
| time/                   |             |
|    fps                  | 981         |
|    iterations           | 20          |
|    time_elapsed         | 2502        |
|    total_timesteps      | 2457600     |
| train/                  |             |
|    approx_kl            | 0.017730972 |
|    clip_fraction        | 0.212       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0285      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00949    |
|    value_loss           | 0.0701      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 291.3739   |
| time/                   |            |
|    fps                  | 982        |
|    iterations           | 21         |
|    time_elapsed         | 2625       |
|    total_timesteps      | 2580480    |
| train/                  |            |
|    approx_kl            | 0.01850886 |
|    clip_fraction        | 0.219      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.96      |
|    explained_variance   | 0.742      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0427     |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.00975   |
|    value_loss           | 0.0712     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 305.9376    |
| time/                   |             |
|    fps                  | 983         |
|    iterations           | 22          |
|    time_elapsed         | 2748        |
|    total_timesteps      | 2703360     |
| train/                  |             |
|    approx_kl            | 0.018763432 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.737       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0381      |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00983    |
|    value_loss           | 0.0694      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 446         |
|    ep_rew_mean          | 311.12378   |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 23          |
|    time_elapsed         | 2871        |
|    total_timesteps      | 2826240     |
| train/                  |             |
|    approx_kl            | 0.018792586 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.92       |
|    explained_variance   | 0.75        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00567     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0094     |
|    value_loss           | 0.0712      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 447         |
|    ep_rew_mean          | 323.32895   |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 24          |
|    time_elapsed         | 2994        |
|    total_timesteps      | 2949120     |
| train/                  |             |
|    approx_kl            | 0.019366527 |
|    clip_fraction        | 0.227       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0164     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00936    |
|    value_loss           | 0.0659      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 332.82098  |
| time/                   |            |
|    fps                  | 984        |
|    iterations           | 25         |
|    time_elapsed         | 3119       |
|    total_timesteps      | 3072000    |
| train/                  |            |
|    approx_kl            | 0.01922169 |
|    clip_fraction        | 0.225      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.89      |
|    explained_variance   | 0.724      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00715   |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.00824   |
|    value_loss           | 0.0693     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 443         |
|    ep_rew_mean          | 335.17413   |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 26          |
|    time_elapsed         | 3244        |
|    total_timesteps      | 3194880     |
| train/                  |             |
|    approx_kl            | 0.019807506 |
|    clip_fraction        | 0.23        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.88       |
|    explained_variance   | 0.725       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.03        |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00862    |
|    value_loss           | 0.0689      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 450       |
|    ep_rew_mean          | 351.35403 |
| time/                   |           |
|    fps                  | 983       |
|    iterations           | 27        |
|    time_elapsed         | 3373      |
|    total_timesteps      | 3317760   |
| train/                  |           |
|    approx_kl            | 0.0200163 |
|    clip_fraction        | 0.232     |
|    clip_range           | 0.2       |
|    entropy_loss         | -3.86     |
|    explained_variance   | 0.703     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.0833    |
|    n_updates            | 260       |
|    policy_gradient_loss | -0.00789  |
|    value_loss           | 0.0743    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 354.18597  |
| time/                   |            |
|    fps                  | 983        |
|    iterations           | 28         |
|    time_elapsed         | 3498       |
|    total_timesteps      | 3440640    |
| train/                  |            |
|    approx_kl            | 0.02047408 |
|    clip_fraction        | 0.236      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.84      |
|    explained_variance   | 0.699      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0321    |
|    n_updates            | 270        |
|    policy_gradient_loss | -0.00759   |
|    value_loss           | 0.0691     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 369.49707  |
| time/                   |            |
|    fps                  | 983        |
|    iterations           | 29         |
|    time_elapsed         | 3623       |
|    total_timesteps      | 3563520    |
| train/                  |            |
|    approx_kl            | 0.02047818 |
|    clip_fraction        | 0.232      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.84      |
|    explained_variance   | 0.704      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0877     |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.00765   |
|    value_loss           | 0.0736     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 375.18875   |
| time/                   |             |
|    fps                  | 983         |
|    iterations           | 30          |
|    time_elapsed         | 3748        |
|    total_timesteps      | 3686400     |
| train/                  |             |
|    approx_kl            | 0.020718873 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.83       |
|    explained_variance   | 0.638       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0121      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00781    |
|    value_loss           | 0.0662      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 370.3878    |
| time/                   |             |
|    fps                  | 980         |
|    iterations           | 31          |
|    time_elapsed         | 3885        |
|    total_timesteps      | 3809280     |
| train/                  |             |
|    approx_kl            | 0.020365192 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.82       |
|    explained_variance   | 0.587       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0278      |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00782    |
|    value_loss           | 0.0687      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 383.29376  |
| time/                   |            |
|    fps                  | 980        |
|    iterations           | 32         |
|    time_elapsed         | 4011       |
|    total_timesteps      | 3932160    |
| train/                  |            |
|    approx_kl            | 0.02009987 |
|    clip_fraction        | 0.234      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.82      |
|    explained_variance   | 0.573      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0252    |
|    n_updates            | 310        |
|    policy_gradient_loss | -0.00665   |
|    value_loss           | 0.0782     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 391.52008   |
| time/                   |             |
|    fps                  | 980         |
|    iterations           | 33          |
|    time_elapsed         | 4137        |
|    total_timesteps      | 4055040     |
| train/                  |             |
|    approx_kl            | 0.020662276 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.81       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0261      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00703    |
|    value_loss           | 0.0729      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 382.96378   |
| time/                   |             |
|    fps                  | 980         |
|    iterations           | 34          |
|    time_elapsed         | 4262        |
|    total_timesteps      | 4177920     |
| train/                  |             |
|    approx_kl            | 0.021243095 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.8        |
|    explained_variance   | 0.58        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0139      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00733    |
|    value_loss           | 0.0795      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 393.31116   |
| time/                   |             |
|    fps                  | 979         |
|    iterations           | 35          |
|    time_elapsed         | 4388        |
|    total_timesteps      | 4300800     |
| train/                  |             |
|    approx_kl            | 0.020995166 |
|    clip_fraction        | 0.242       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.79       |
|    explained_variance   | 0.62        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0279      |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00743    |
|    value_loss           | 0.0788      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 398.74258  |
| time/                   |            |
|    fps                  | 975        |
|    iterations           | 36         |
|    time_elapsed         | 4536       |
|    total_timesteps      | 4423680    |
| train/                  |            |
|    approx_kl            | 0.02148638 |
|    clip_fraction        | 0.24       |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.79      |
|    explained_variance   | 0.434      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00104    |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.00691   |
|    value_loss           | 0.0925     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 450        |
|    ep_rew_mean          | 395.8076   |
| time/                   |            |
|    fps                  | 975        |
|    iterations           | 37         |
|    time_elapsed         | 4659       |
|    total_timesteps      | 4546560    |
| train/                  |            |
|    approx_kl            | 0.02118933 |
|    clip_fraction        | 0.239      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.78      |
|    explained_variance   | 0.448      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0353     |
|    n_updates            | 360        |
|    policy_gradient_loss | -0.00643   |
|    value_loss           | 0.0843     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 397.58215   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 38          |
|    time_elapsed         | 4784        |
|    total_timesteps      | 4669440     |
| train/                  |             |
|    approx_kl            | 0.021396777 |
|    clip_fraction        | 0.241       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.76       |
|    explained_variance   | 0.461       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00724     |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00686    |
|    value_loss           | 0.092       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 403.69016   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 39          |
|    time_elapsed         | 4907        |
|    total_timesteps      | 4792320     |
| train/                  |             |
|    approx_kl            | 0.021082213 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.76       |
|    explained_variance   | 0.447       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0666      |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.0065     |
|    value_loss           | 0.0868      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 402.82013   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 40          |
|    time_elapsed         | 5031        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.020924171 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.75       |
|    explained_variance   | 0.394       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0485      |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0067     |
|    value_loss           | 0.0902      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 400.6846    |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 41          |
|    time_elapsed         | 5155        |
|    total_timesteps      | 5038080     |
| train/                  |             |
|    approx_kl            | 0.021460248 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.74       |
|    explained_variance   | 0.44        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00237    |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00676    |
|    value_loss           | 0.0874      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 391.8044    |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 42          |
|    time_elapsed         | 5282        |
|    total_timesteps      | 5160960     |
| train/                  |             |
|    approx_kl            | 0.021700285 |
|    clip_fraction        | 0.243       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.73       |
|    explained_variance   | 0.514       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000712    |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00669    |
|    value_loss           | 0.0827      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 398.50348   |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 43          |
|    time_elapsed         | 5406        |
|    total_timesteps      | 5283840     |
| train/                  |             |
|    approx_kl            | 0.021499371 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.7        |
|    explained_variance   | 0.526       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0329      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00657    |
|    value_loss           | 0.0906      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 406.81046   |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 44          |
|    time_elapsed         | 5533        |
|    total_timesteps      | 5406720     |
| train/                  |             |
|    approx_kl            | 0.021965925 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.68       |
|    explained_variance   | 0.527       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0807      |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00696    |
|    value_loss           | 0.0845      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 407.27597   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 45          |
|    time_elapsed         | 5661        |
|    total_timesteps      | 5529600     |
| train/                  |             |
|    approx_kl            | 0.021612728 |
|    clip_fraction        | 0.245       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.67       |
|    explained_variance   | 0.379       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0337      |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00659    |
|    value_loss           | 0.091       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 404.70047   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 46          |
|    time_elapsed         | 5787        |
|    total_timesteps      | 5652480     |
| train/                  |             |
|    approx_kl            | 0.022204084 |
|    clip_fraction        | 0.245       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.68       |
|    explained_variance   | 0.406       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0592      |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.00666    |
|    value_loss           | 0.0872      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 398.5484    |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 47          |
|    time_elapsed         | 5914        |
|    total_timesteps      | 5775360     |
| train/                  |             |
|    approx_kl            | 0.022105329 |
